,Categorical DQN*
430,16.926927294563942
431,3.9490674464832716
432,8.64152893984503
433,5.774329256819051
434,16.51214335235395
435,2.046796163638108
436,11.000548082046686
437,7.756268284401025
438,6.937433202184602
439,36.63899089786873
440,10.956395470641564
441,16.95458749822452
442,18.2205274209534
443,4.64387997739856
444,20.440886401663697
445,31.90266290600371
446,5.333666226660259
447,3.447241915575367
448,1.891240608082553
449,24.222373860276914
450,6.0898511574194645
451,3.6398258987003844
452,13.844421219107529
453,12.037386961852407
454,4.218930262793803
455,14.106431798974928
456,3.153110225951134
457,39.456423291936396
458,18.03844692295965
459,3.2647572377095746
460,10.025601436804848
461,19.132486440671816
462,15.445488688144104
463,4.221592844540643
464,6.225351518770813
465,5.825105448433193
466,4.002397096632046
467,1.8667813989472384
468,6.44131934927253
469,24.133027068443234
470,7.619648249364209
471,39.25856926195646
472,17.795961026209014
473,11.11291552063911
474,5.861195741120114
475,1.8907784745793954
476,1.8690183858603309
477,37.391523587234765
478,2.8463340301349507
479,18.328315418193863
480,8.730125801184824
481,2.8912406080825526
482,8.929738879016437
483,3.713118245382063
484,2.5367956334702697
485,7.512640164860897
486,3.533333333333333
487,28.128921709997087
488,9.55874390457735
489,17.977942053357964
490,14.218977539677443
491,3.337997256515775
492,10.73458465083714
493,2.1128405477258587
494,10.797507080251549
495,22.088792551443415
496,8.73172788548917
497,7.756103473689758
498,36.50466401113639
499,8.394809175526127
500,11.200805509424558
501,6.243252015109587
502,21.755292187257513
503,15.755742585945017
504,8.837473215898727
505,38.35495351399694
506,11.71075710991495
507,5.31452954384525
508,5.136721648666748
509,10.51311216429755
510,23.914854083138422
511,11.903439773874172
512,1.7320452583158457
513,28.50821020419062
514,21.489993053069853
515,12.77697696601454
516,12.02334634221765
517,11.861067041453959
518,24.421341935793993
519,11.282753065631415
520,6.996015133543677
521,2.975332448173356
522,2.8020472314255946
523,11.758376687126505
524,23.17654150004731
525,14.35184388892647
526,3.2657363661100405
527,16.063437968148424
528,6.668195732810359
529,3.58119807184566
530,11.910909073500836
531,6.689970681177074
532,7.638140289846622
533,9.309755491869714
534,1.6882669405641728
535,35.886911497410736
536,9.489820659013473
537,27.9449272412598
538,6.913456856262963
539,24.290801558638233
540,6.66375068825635
541,38.34929113336767
542,1.6216002738975064
543,3.779313079982055
544,17.334615708026227
545,16.530805051653484
546,11.373593518300986
547,7.775750184818408
548,10.40292902293783
549,16.310268221596804
550,3.641316645222481
551,1.9801294969714418
552,4.774415078120491
553,12.486001117671472
554,16.10755055557295
555,24.4848239108281
556,5.573883453961091
557,4.712166062581644
558,14.660486186953063
559,12.08716773269509
560,17.198894892966464
561,2.620356083933511
562,22.661319115071958
563,9.334295396474857
564,30.329140418863865
565,36.020474199660626
566,3.890936120314483
567,29.93012688697284
568,30.284186114017835
569,12.528318756201552
570,11.439065792484072
571,1.9356850525269975
572,9.534946042496829
573,22.463885302320328
574,9.842316219928625
575,9.953205227619982
576,14.574517713317922
577,1.928723080908815
578,8.956469454088586
579,10.689671681415426
580,2.846173881059192
581,14.819743352913235
582,10.444086100771255
583,6.4652287582776875
584,13.792094223131933
585,15.885927555090536
586,9.599482996159523
587,21.307166068208275
588,1.9134628303047752
589,13.533068880941522
590,4.52823577238639
591,10.151491976488925
592,9.514672121931332
593,1.754267480538068
594,23.351304746246903
595,13.866182048906397
596,18.62375146888997
597,19.11311216612159
598,4.83921595924303
599,3.1552365536970512
600,41.39374179396798
601,7.844444444444447
602,9.683023507679144
603,15.305156797592714
604,6.975379985799726
605,12.509949611706734
606,10.353964822640917
607,8.176835623032161
608,6.62313480055128
609,6.599733782770722
610,5.3535476343704005
611,2.9353805647589275
612,10.558663254583124
613,9.601230114722618
614,3.6432424075631724
615,17.99790900608689
616,7.686497193987624
617,30.910377616465045
618,8.489750608426396
619,23.598460028550814
620,4.024229356493174
621,3.55411575488166
622,1.8713305898491084
623,9.239805026628986
624,10.042307722327493
625,8.156461898283391
626,5.579661932955672
627,23.108971897418577
628,11.846795376723906
629,5.666366490473434
630,31.374931991586628
631,41.79587512632112
632,12.483417962707396
633,6.448135524495495
634,7.178927178544774
635,42.14364220509059
636,1.9130006968016176
637,34.97813417094018
638,4.661652878277773
639,11.200377748319768
640,2.5532433515667776
641,2.6467961636381085
642,5.55464155656643
643,13.950771319419271
644,13.01976151883195
645,14.664871377596006
646,5.729586661514361
647,13.482866830556558
648,25.552426966235686
649,4.043514143887818
650,14.132852043571159
651,1.9157750342935527
652,39.15137770529111
653,29.154707472903937
654,19.686730164710227
655,22.531875633727736
656,22.379195810761654
657,8.33424016164444
658,11.7338185600595
659,9.5289238752305
660,6.91458069765523
661,6.8453611623791275
662,9.467115626574023
663,9.797242190812131
664,22.682052737431352
665,3.7565183462755214
666,7.533022778367319
667,21.02266593248968
668,11.443284622192534
669,5.715456032436908
670,1.7532433515667778
671,4.5310211293445555
672,38.770572639843635
673,16.800294175112235
674,37.623146794867175
675,11.976705609675726
676,3.4642198312775734
677,11.082967269046222
678,4.998772729557845
679,10.730321031776478
680,35.70935962308527
681,26.398159976841928
682,8.397602102807452
683,42.751198923948934
684,23.77707501272952
685,2.6209333235753
686,13.178725221088696
687,12.311318463176828
688,38.26368712927119
689,15.932988142820648
690,21.46345745800282
691,42.67338922699394
692,4.021600273897506
693,23.3929758566607
694,3.0242694536478165
695,31.018029796083372
696,6.6836024871343644
697,7.35601601664654
698,25.596191222243803
699,1.8491083676268862
700,27.93326581057221
701,10.28446340322163
702,36.04175049116089
703,5.865365348307469
704,26.152272669389735
705,20.24501487991468
706,5.355108031380456
707,10.4663713886098
708,36.70611199728056
709,31.192790025109296
710,30.974110604681165
711,1.9093291450053635
712,17.908632646238352
713,4.515425169087102
714,34.0212248436985
715,6.907242368418587
716,7.7535536082031005
717,32.79666144006663
718,5.618600962392894
719,14.357854581073886
720,2.9126961034751253
721,13.265975975060567
722,15.331319510177261
723,1.9738710184518509
724,10.779508363143867
725,12.108670882873675
726,10.025520203219807
727,15.423800562937993
728,15.950151897552455
729,7.3335893280410955
730,22.413540187091197
731,1.7543542468692608
732,13.263079714454276
733,9.422346491122486
734,27.997180008547804
735,20.21455082912962
736,9.819778580124654
737,15.021118979565104
738,27.200570639276783
739,18.77648917534415
740,8.75507013522486
741,7.845039272476451
742,4.867589198313893
743,15.751935894468572
744,28.370823158720988
745,8.333103019903605
746,17.624375212078892
747,12.126679714440456
748,5.243821720568874
749,13.352785092278696
750,24.171342495082097
751,12.69043377021025
752,8.551326389450027
753,3.8845236423098806
754,2.823798739214225
755,5.712153899926043
756,10.912016673632365
757,16.48813194094075
758,14.440293899243402
759,17.796367496258203
760,27.952084477268468
761,8.935684251757387
762,2.8634664643499463
763,21.0202583785722
764,12.245823215051471
765,22.84354736496171
766,7.02422328929523
767,39.484651533650776
768,4.689513752651492
769,6.800142621076584
770,12.46632722462136
771,3.465107649917423
772,4.668668520653879
773,22.262568868548342
774,22.197718003778515
775,32.951724033340135
776,11.039683418548293
777,22.662666807668202
778,15.305465161017837
779,8.155368961313233
780,19.238873636496397
781,15.039182503429387
782,5.244535720368237
783,13.241078611375357
784,11.217642315214139
785,26.510236565168718
786,5.222804475350019
787,19.979432274719258
788,6.463531866539686
789,0.9771550546826028
790,7.220173558553673
791,9.99856581605167
792,18.77150624078552
793,15.509169509368757
794,29.305110926161323
795,16.087541648937314
796,7.889948151437898
797,7.581107198380093
798,10.953554395295257
799,14.619778830963487
800,14.039753645903653
801,7.913112257693952
802,5.2263030243289865
803,11.334843380946218
804,5.372301750326494
805,25.34908483073711
806,13.645973496561545
807,17.32797322573091
808,3.3549336072308393
809,6.551720072063542
810,8.667267024986671
811,25.396266077117865
812,9.52887706136213
813,33.19916345941228
814,30.70476412382351
815,3.6421956582518837
816,9.245351928678762
817,22.19951332989577
818,3.420355357894128
819,15.131804259314428
820,11.109385550557704
821,12.306127821376483
822,13.597376648554569
823,7.20200703064439
824,5.266416519254323
825,14.686847027518118
826,9.666774886364449
827,2.823350290862466
828,3.9126464133153878
829,12.822462751854752
830,15.038924879548055
831,7.2015289445702715
832,3.7565097845094284
833,21.33401590545116
834,28.66116311943494
835,21.483953600670333
836,22.797254876502215
837,27.328749449216538
838,5.023761837146955
839,8.754187313742607
840,47.37129677221241
841,9.800584885408698
842,4.712642139465851
843,1.7373749739408177
844,5.6652001724679435
845,7.306945566402895
846,6.0015291602599365
847,3.397608183651693
848,13.823264879372177
849,7.510482875295084
850,8.400198673533264
851,12.459573792750332
852,1.890778474579395
853,33.9299417714097
854,11.239612114600568
855,3.2677396871822117
856,8.487996747835291
857,3.5740312374095486
858,5.773722833862074
859,20.222378315431154
860,11.554357106471207
861,16.065619078656983
862,11.729758458906511
863,41.92918199454442
864,3.1999999999999997
865,1.6431563694269566
866,33.55309555112746
867,9.623279206076592
868,2.6444444444444444
869,14.21835676863493
870,12.198080924227423
871,38.48325794100715
872,28.94962671582833
873,35.086260226063565
874,40.17427682175162
875,1.979667363468284
876,4.976005166171177
877,6.93348532230225
878,46.770827151053055
879,9.40105415070091
880,4.911698067001819
881,33.219253426904885
882,3.5792027266244393
883,18.356352788050174
884,9.667424219374116
885,20.580900331439718
886,12.375727648366263
887,11.240791924784096
888,18.418163343403894
889,7.507280182486989
890,7.7055603700320825
891,22.150487705493017
892,13.262943069028607
893,45.3005978424292
894,1.8713305898491084
895,29.75256395691413
896,31.194385558951264
897,40.66174591822485
898,29.751467741023973
899,9.150877904770319
900,7.640554402390175
901,10.55154573747699
902,2.2891933766569585
903,7.645002192544062
904,12.020949110390726
905,3.0242694536478165
906,7.646750090853719
907,4.801384851692019
908,11.064359359298468
909,15.461966251157774
910,14.422987696659797
911,23.798906895448216
912,2.8685562523571733
913,11.793971819653699
914,27.976725520504857
915,14.133002416423349
916,37.622418903498016
917,24.039373875469593
918,2.2885819910224705
919,22.35557260408489
920,43.814436399707105
921,8.64115938523292
922,3.9348782285418165
923,45.66411673864675
924,20.200301007914554
925,10.193593196902858
926,15.752196772833528
927,11.794088599366152
928,15.153112135100702
929,16.509740985339782
930,32.688210315821976
931,6.622005948700798
932,12.706571160764662
933,13.285973384636181
934,8.73097654489614
935,43.46243994698617
936,4.868196576637091
937,22.33692891950482
938,12.844070810255399
939,22.197949841631612
940,3.713118245382063
941,5.179785607394736
942,11.307237335517117
943,12.756194083861265
944,12.46624169851657
945,4.889932546125704
946,8.6652090939838
947,13.727684648635597
948,21.023912545480307
949,10.822642596798447
950,6.59624438157126
951,21.95378804404274
952,46.31005769275475
953,17.912980452784286
954,10.60090786716518
955,15.44395596838534
956,30.88619087520621
957,6.70809061642255
958,8.80060882298942
959,10.28550532230474
960,17.91166751469284
961,12.956193509321736
962,26.307541369677896
963,16.134240104714824
964,6.20289929627477
965,22.525856633818123
966,18.11125790181179
967,41.13147054280388
968,8.061372117005249
969,20.53197535477232
970,21.932238333578738
971,2.912239179751355
972,8.492272190645044
973,14.107794059260076
974,21.331014966428643
975,5.464003902125431
976,6.37284586458562
977,2.9798250092033722
978,43.66019869187958
979,13.646126597918693
980,10.08889753143231
981,42.39199113485296
982,12.23987448272411
983,3.8238072145862363
984,6.801528975991406
985,39.43409548172207
986,28.5774293208609
987,42.63926068418867
988,9.84183381806096
989,27.260040832998364
990,12.392815947528618
991,11.885229324974738
992,12.2646655219125
993,42.857707339304916
994,17.374741070108602
995,5.956622476695184
996,2.483602241023246
997,11.756461884042434
998,26.175324999068785
999,8.242663348614157
1000,17.10730286544681
1001,7.334178941709583
1002,3.1524277563335925
1003,5.705926274611168
1004,12.111932287662823
1005,38.081635286669886
1006,13.001081778401137
1007,12.912153768226753
1008,7.5985435988655645
1009,24.950464834209548
1010,5.468508870459886
1011,9.773709631284463
1012,9.291635848580725
1013,13.089025451897985
1014,47.37096828215142
1015,1.6210209135359273
1016,9.20056940615818
1017,8.73252111995498
1018,3.8454946979102296
1019,40.82249809929173
1020,6.712059203153482
1021,5.216586151254396
1022,24.660251702184098
1023,9.391988803263935
1024,11.550922373311046
1025,36.48497102493541
1026,6.133321018318964
1027,9.705933083289887
1028,13.313112164297008
1029,1.996093240674073
1030,47.34890128470803
1031,39.844081762538345
1032,8.283235339765005
1033,9.448429036619393
1034,15.934862273138494
1035,5.757556714196761
1036,13.066761796532594
1037,12.865200907700038
1038,2.024573941415886
1039,21.576545174049983
1040,43.950650757670296
1041,4.305784808162092
1042,12.866633037459476
1043,8.464900849410556
1044,6.285649914553105
1045,35.148018972431025
1046,19.92842387959902
1047,36.06102972382217
1048,9.816597875798863
1049,4.71268220047771
1050,22.530975019686128
1051,13.153836587122436
1052,11.578199115757057
1053,10.560219478738
1054,38.154627504135526
1055,47.72856873789408
1056,2.951577711921512
1057,38.28582813428585
1058,21.218370689839166
1059,18.177418367675322
1060,19.61774708565781
1061,2.9353805647589275
1062,3.927857305882049
1063,38.22087789044445
1064,37.42411191636885
1065,15.685386239756566
1066,40.887668486455546
1067,38.13411439035009
1068,31.244139588832994
1069,20.66549273509214
1070,13.667573493116228
1071,1.9352229190238397
1072,42.21854220343073
1073,19.70370789433613
1074,1.6438224961197285
1075,8.197451068600536
1076,30.352119027977558
1077,48.92986650599966
1078,5.912640234166579
1079,9.399378037316685
1080,10.377873398383942
1081,47.103319597694025
1082,30.398078097435466
1083,43.685756676232266
1084,19.15294958995047
1085,41.37310397032502
1086,17.44408606938677
1087,24.885837080999064
1088,19.289139979823442
1089,14.689792289606725
1090,22.54938418852599
1091,45.061124855219916
1092,38.440432532110954
1093,16.194514270208067
1094,9.90535359624712
1095,45.79518866793129
1096,47.83829692957601
1097,12.490889955957792
1098,37.87825874221507
1099,21.755509151845583
1100,44.99203634918074
1101,9.79996248725525
1102,16.73374213896503
1103,26.26400553906329
1104,31.775750435134018
1105,36.86437584597165
1106,16.155191580224557
1107,46.08023437750221
1108,10.490890742639454
1109,31.598413590242853
1110,12.40010986955184
1111,16.327407653978742
1112,2.8020472314255946
1113,4.425580109895195
1114,9.982091034987782
1115,36.17194037724647
1116,7.197337131832202
1117,27.332127461362187
1118,7.752172765371968
1119,21.066190537404594
1120,14.33296590872569
1121,14.554118046481745
1122,27.419348563431836
1123,32.21405802113243
1124,41.79267296661225
1125,38.37039482182416
1126,23.752543287168166
1127,42.234407818912096
1128,5.555930444220759
1129,7.57883474501334
1130,10.57590933841581
1131,16.287914667850004
1132,18.8633111624737
1133,4.377777777777778
1134,11.20183780504836
1135,27.262465036189898
1136,8.9955764033256
1137,3.690615943116846
1138,37.88583700250671
1139,10.647505446686932
1140,47.816741498345515
1141,48.50788596497777
1142,20.687539355259748
1143,22.37551162673273
1144,31.529380699048545
1145,43.61950164361388
1146,9.682334116581275
1147,39.92614168261853
1148,35.05945467988465
1149,35.27924794276671
1150,47.04184378173697
1151,14.39490887540444
1152,13.863449315442233
1153,18.283992931804324
1154,40.84570262455377
1155,28.50815707432764
1156,17.841042545789094
1157,44.663084063856886
1158,14.616951303784907
1159,22.93124631240685
1160,44.52415449015259
1161,43.99642968513929
1162,3.604041640607485
1163,44.594623189931504
1164,47.08293941150438
1165,34.263233970880236
1166,42.08438816909721
1167,41.39205981558831
1168,31.928340808760318
1169,48.75222815916561
1170,40.348913601746474
1171,7.845360908893716
1172,47.90235111716247
1173,30.865013688601888
1174,45.46245405665074
1175,8.32999720243192
1176,38.52900026332179
1177,30.878587573630387
1178,37.31013990394445
1179,12.312168111852726
1180,7.734046062178803
1181,47.462030779104474
1182,1.8262638628297068
1183,6.639147114071862
1184,43.32935495805006
1185,26.665175881291177
1186,45.93071211465429
1187,41.52672995652391
1188,3.5792027266244393
1189,21.686417008000618
1190,16.266774864639466
1191,4.286311934628264
1192,28.525072823838634
1193,10.04458566311247
1194,9.843283243575451
1195,45.99120500081351
1196,8.06819581068022
1197,21.200098697472168
1198,6.775155018822986
1199,16.55516762277319
1200,31.747415624176472
1201,19.11195008718773
1202,47.21434978548941
1203,11.088982850298732
1204,8.349596904817632
1205,44.21938098881611
1206,42.795001803051726
1207,43.59969303476859
1208,24.043136345999482
1209,8.996241476986182
1210,34.66442683291758
1211,7.5793076877482015
1212,10.934245358968461
1213,30.06378134413644
1214,32.95342096460272
1215,46.90518990698124
1216,47.81467687509059
1217,45.08404851405787
1218,47.482876665598035
1219,43.06772358935644
1220,25.575635206608037
1221,16.82295014426742
1222,2.9793542947697804
1223,31.79409555798823
1224,15.667260597626816
1225,6.734046757524809
1226,48.35497048013085
1227,37.06543608834488
1228,7.887594379836844
1229,45.06485034423693
1230,11.66709924559842
1231,47.417152523233916
1232,44.46330897259902
1233,21.953242154889224
1234,44.96842557984722
1235,28.107673840003436
1236,41.46165538486198
1237,32.10351118478699
1238,31.664662710602013
1239,21.132372529834118
1240,40.732805175264254
1241,31.287420370273313
1242,7.3967935403164
1243,13.310139453769109
1244,5.64505807726325
1245,17.416572936213097
1246,30.41183803256207
1247,46.460166652145
1248,16.55389282581114
1249,15.198650968813055
1250,34.08758304035903
1251,27.376483593341295
1252,18.376871827075828
1253,3.7348782285418163
1254,18.11092134400837
1255,36.73331134938799
1256,14.687582437857177
1257,46.10503454136711
1258,32.132189705853826
1259,44.57536934963449
1260,23.775846051226267
1261,18.88205361654095
1262,2.1571320725475585
1263,28.904545057525322
1264,12.046445497630883
1265,11.934046048323395
1266,34.88061663374873
1267,13.821741050779936
1268,32.246106742087754
1269,43.92657837547946
1270,38.40004617823972
1271,22.37444960795122
1272,16.640712623390147
1273,40.7526312217026
1274,46.88383463840122
1275,15.663728740161334
1276,15.79916981723454
1277,42.953583916971226
1278,21.264255534398984
1279,9.335334386550935
1280,17.66708667908543
1281,8.533287156922382
1282,17.446220059298327
1283,27.70857168600162
1284,45.08389064537502
1285,33.93527451720591
1286,6.485291497500115
1287,30.176213547647567
1288,17.170703996858336
1289,6.400180836995547
1290,8.394876420950368
1291,43.575197717913795
1292,42.48734900664263
1293,7.374642610899117
1294,20.088496797702845
1295,41.12651891222473
1296,5.024224076209435
1297,46.7090367187853
1298,48.04171614620282
1299,40.237405978313014
1300,18.28946810275858
1301,11.35534329363543
1302,6.645487118903058
1303,45.171823403471
1304,41.27932134366618
1305,44.391627274889366
1306,15.066240731639677
1307,48.08424763500362
1308,3.823300873489709
1309,15.818775156366524
1310,21.599491536503784
1311,24.10731674407526
1312,48.61629674226974
1313,4.933916261617001
1314,30.28754230508561
1315,42.23781435442212
1316,13.04354659584358
1317,7.9306704651655355
1318,5.889497742054999
1319,30.2593161207252
1320,24.86492981676356
1321,44.531232310845816
1322,5.602001158641206
1323,33.41740995799791
1324,4.13150723719221
1325,20.50733304568055
1326,27.97433913291333
1327,16.839727508276486
1328,16.779778830963664
1329,7.001071188455065
1330,12.02422327540866
1331,33.42232180707422
1332,17.199125536332428
1333,46.042904740772144
1334,45.11215933137325
1335,19.023804983081494
1336,12.46506270625634
1337,47.74974028891103
1338,38.8168086466627
1339,47.52537201922875
1340,48.39326000141797
1341,11.712153656960862
1342,46.45802783810706
1343,28.93119839129269
1344,47.952219917941534
1345,17.597337130003446
