,DQN with PER*
799,7.598479934447463
800,24.492003716738374
801,3.9117136314726846
802,25.195786641835635
803,41.08085321850799
804,4.402810841159957
805,12.556453349715145
806,40.551825875604635
807,23.90362198306237
808,5.0190645901681705
809,28.731100337371487
810,38.94883523690916
811,35.48530075900222
812,34.130395472001666
813,20.48384118397171
814,4.353153505230393
815,23.637228106238638
816,39.175918935985194
817,19.90979676822676
818,10.979306829652211
819,3.6444043472898016
820,5.912153899926043
821,28.264989552257127
822,15.088268433679843
823,7.889945871271596
824,17.902452461223405
825,39.10658244561934
826,21.998035153930864
827,3.0242694536478165
828,15.508715315255344
829,10.956154615936727
830,42.505403081803266
831,37.775612409555904
832,6.549249861158635
833,12.757485557202942
834,29.088610512424054
835,37.08352102744795
836,21.970174029335993
837,22.36944478859932
838,8.667711229308518
839,11.020818532947878
840,7.927992963587445
841,30.016618929353957
842,13.326325926487106
843,39.789631666454625
844,43.018636704835586
845,5.224397055766899
846,4.264799801607292
847,3.9117136314726846
848,25.285924603665904
849,24.53047874822313
850,38.73153386826462
851,35.32966305748805
852,26.75436363575918
853,41.60282781928569
854,3.6034623001369366
855,41.86373693279874
856,27.97279346907152
857,19.021945852322915
858,42.47881441261886
859,2.024573941415886
860,42.63938223462234
861,40.99471315133724
862,13.556087558614964
863,13.334843575085365
864,39.50412233246843
865,16.52505985435737
866,12.533022856048468
867,3.04105174009812
868,11.866807842164409
869,20.646187427304696
870,42.63525683743769
871,15.513120246090736
872,40.92331614940966
873,36.106320213365265
874,28.175504435752316
875,26.72996891214824
876,42.927540187579254
877,2.022593208643202
878,18.264989928394424
879,19.8405409783715
880,37.10918033086625
881,13.334417217946285
882,27.773221728715406
883,16.31210124177983
884,8.465512784736994
885,41.680641214420994
886,41.39563530547301
887,39.17379563148656
888,20.220829218852856
889,32.86553816855587
890,43.482244920665394
891,3.0242694536478165
892,9.93145219353072
893,24.019667246011814
894,42.125625773289386
895,42.01634687792457
896,36.37509251784275
897,3.0242694536478165
898,20.728403217878984
899,7.912153770510522
900,14.952686113754694
901,2.024573941415886
902,37.015336238535056
903,36.72909158988631
904,13.974780199732223
905,3.04105174009812
906,42.7280628763976
907,37.838983768199434
908,21.152122105929482
909,28.620019264445098
910,32.24474109358372
911,37.774657769537946
912,8.509957229181438
913,31.284076051263998
914,40.15265121012772
915,41.508661260154206
916,13.194189031937253
917,6.549249861158635
918,8.684780982769109
919,17.017118812736232
920,28.307567066441482
921,23.571074064919838
922,2.022593208643202
923,36.79780709396844
924,42.46019148680955
925,7.933946588290137
926,39.44479829956728
927,10.956140302862277
928,9.150449316278833
929,19.1987246774025
930,38.30295393894713
931,39.04341501812946
932,36.86170471991819
933,36.064143285879354
934,42.617240487156145
935,38.48728695772426
936,35.5517094558874
937,36.841848960600245
938,11.024223275412286
939,10.933918080640055
940,38.283876821421565
941,2.024573941415886
942,36.21756018227904
943,22.777720277811248
944,37.74521809836014
945,19.840975770587193
946,37.42016754456721
947,3.625684522359159
948,37.794325266420245
949,37.59685366384823
950,38.55478967571055
951,42.14793717053902
952,39.81879760981855
953,14.772666130062712
954,28.02492165630031
955,37.9980566983962
956,2.024573941415886
957,13.285888939032871
958,24.998719256823186
959,19.91338744774567
960,27.936025589069935
961,16.425638989013382
962,39.2874299534598
963,37.59641306357744
964,39.62049019364291
965,36.354090958323106
966,37.86590470851806
967,2.024573941415886
968,39.19925597206454
969,27.92702611692378
970,39.619177970969545
971,20.061232978381646
972,3.0242694536478165
973,37.307474685538494
974,26.441485209901725
975,41.95241824387091
976,42.816618069460326
977,26.77497937460394
978,36.727923419121986
979,35.662483379074374
980,36.929671265928285
981,41.37756480167003
982,38.22089490954103
983,38.88322420099015
984,41.96948020945721
985,40.375309198446
986,37.592662477980966
987,42.70398346009429
988,38.93140682604245
989,42.088451244013065
990,42.70191673823258
991,19.43921900984583
992,10.9783625250845
993,42.389908560906164
994,36.509200653502944
995,38.302528813329964
996,36.39679600097668
997,36.882645176898976
998,28.067419613907784
999,39.751783518558014
1000,39.615299225749744
1001,40.10443740211147
1002,42.85913323340429
1003,38.927905095355136
1004,21.97673811789869
1005,39.955171492883586
1006,14.002632502919413
1007,36.041403958436625
1008,36.35579062711563
1009,35.353676922764656
1010,30.57658963410229
1011,20.951538014528513
1012,36.17637158736269
1013,37.19409973105876
1014,36.90678279178246
1015,39.122927650770556
1016,19.77787876526127
1017,43.83548090979644
1018,42.550950231375694
1019,42.21524046798889
1020,38.943911930349
1021,42.63628527833123
1022,42.814846899487875
1023,41.993064560750085
1024,42.70222036613005
1025,41.235890599793045
1026,38.949178220700375
1027,42.61464077337669
1028,24.949326183869175
1029,10.998973614195144
1030,30.8177234959357
1031,36.43987974562185
1032,36.81572760688245
1033,14.018449371139921
1034,40.57022317771612
1035,40.570510657392994
1036,2.024573941415886
1037,38.210865818416906
1038,43.73063371269047
1039,27.306105073263733
1040,26.823266228825084
1041,37.83656061256183
1042,17.23839742026579
1043,42.724645714601444
1044,10.956140302862277
1045,41.729893551071164
1046,38.907652066801255
1047,39.87903725817693
1048,19.349806393805753
1049,13.246749803292206
1050,42.30338818133149
1051,28.73062463513114
1052,16.46201337877109
1053,20.173776702290198
1054,37.17279078869557
1055,39.01688971954489
1056,38.569960792413994
1057,35.88134864300935
1058,25.68424402970553
1059,38.368012704517845
1060,2.024573941415886
1061,36.64448349531179
1062,11.797342410287735
1063,39.21796967730591
1064,40.576115119142116
1065,40.01636831740736
1066,42.67923519007685
1067,37.15476966501849
1068,12.757403890272334
1069,42.57251302562658
1070,39.84222095838706
1071,26.3750550724703
1072,38.08014938814661
1073,20.84056383225064
1074,42.615279515073986
1075,42.50595908432873
1076,43.8132142532995
1077,39.032130043746214
1078,11.180083318732285
1079,40.16878980539377
1080,44.06470833691123
1081,43.369976018970746
1082,28.730937512589506
1083,28.1942276880566
1084,42.50763897981886
1085,39.29164049040478
1086,25.795951508478012
1087,8.575834836435469
1088,24.480888553270262
1089,38.647513115413616
1090,25.534170696469
1091,28.753566867523784
1092,39.47938327395752
1093,38.99755083814479
1094,43.90276684747751
1095,21.196898635401965
1096,2.024573941415886
1097,22.242169407974533
1098,39.55538667752336
1099,42.508967461249775
1100,42.568861370367316
1101,10.934862273193476
1102,41.9058632889101
1103,38.48188055580195
1104,3.0242694536478165
1105,11.869119928952628
1106,7.867709240530857
1107,42.86210840557409
1108,43.833739961051364
1109,25.97962405834077
1110,18.51496143946335
1111,39.0856279978196
1112,41.015044659261264
1113,24.38148458709235
1114,42.621473324858854
1115,4.353731612143091
1116,36.03776979021561
1117,43.441412748854454
1118,42.50304999745457
1119,43.3728915422775
1120,36.37603285216079
1121,11.02329328397923
1122,37.264939452718565
1123,3.0242694536478165
1124,42.79826470347932
1125,38.63487996074243
1126,41.61539021860912
1127,26.266041841897312
1128,43.70314166263331
1129,41.32556618031196
1130,42.70814044522361
1131,36.52105724799029
1132,11.797337130213103
1133,42.73361544202978
1134,40.595460309890676
1135,44.077466039072384
1136,43.3757403184318
1137,41.46365743926714
1138,43.19435523013945
1139,43.841694334175266
1140,17.023370929102143
1141,42.78943923014781
1142,33.84116455092
1143,43.86526869365865
1144,43.84236903728402
1145,38.440553126618205
1146,41.99660093683553
1147,40.48625874893894
1148,23.705022946652992
1149,40.21621864521266
1150,43.375689356214046
1151,43.886816409457374
1152,4.376575740895787
1153,43.707177469068455
1154,39.72227837307349
1155,40.00017305783957
1156,43.95419703693648
1157,13.194189031937253
1158,44.01649408827215
1159,29.72838307982945
1160,26.688626669605757
1161,42.81781838964587
1162,22.68606251061884
1163,37.63572791906642
1164,39.258205224806964
1165,26.08489911491717
1166,27.751848836459153
1167,10.97837680064148
1168,37.54917289931982
1169,42.259862105946574
1170,26.401328540880545
1171,38.16677483716184
1172,41.303955772876115
1173,44.28295413580513
1174,43.903269533666474
1175,22.25883849475361
1176,11.682208767794622
1177,14.882915303879606
1178,43.50875650350241
1179,43.88437229782561
1180,43.22214440953576
1181,20.33437416789536
1182,42.44257288057592
1183,42.6394532973886
1184,29.841009091567543
1185,27.13276729062379
1186,24.261499645088367
1187,28.325635208477195
1188,43.81531132586899
1189,43.888006321167744
1190,31.397381839922218
1191,42.08173478464244
1192,44.236615158041324
1193,9.194841755859217
1194,43.76570878040164
1195,25.925885762481148
1196,42.578232412292564
1197,43.748407208339586
1198,43.57427284054219
1199,41.843712519328804
1200,43.6179444155188
1201,44.08569512562422
1202,43.55454442197872
1203,12.75740379610564
1204,34.38866759522121
1205,34.634806432743936
1206,43.614759323788135
1207,30.01745921663416
1208,42.43035260239314
1209,12.018650359223432
1210,37.21228008987448
1211,19.460623339527825
1212,43.16829805260922
1213,44.16831473529868
1214,43.93229835641415
1215,44.32522139974703
1216,44.43970756035599
1217,42.711304443313416
1218,27.953181569834882
1219,44.07864755542129
1220,41.75217020961926
1221,43.994748207901
1222,44.22236557569587
1223,32.79579492894737
1224,43.88797654553215
1225,43.57450391479907
1226,43.1468775311746
1227,44.46259506844621
1228,43.864032500721784
1229,26.334379313986897
1230,30.575563638668243
1231,44.15151282260822
1232,9.218396871700598
1233,20.689782797633633
1234,14.156189138255673
1235,25.884439893360916
1236,26.732672003050023
1237,43.902745767186296
1238,37.74920163775311
1239,34.59739243176754
1240,43.41042942992568
1241,19.301119521746962
1242,36.05762429748438
1243,11.154878513043077
1244,44.26495720098888
1245,14.01837801786454
1246,43.59021001915211
1247,43.36703104673787
1248,35.26350520785603
1249,9.421581548448751
1250,44.27988643125034
1251,43.597724098148014
1252,11.648325685779767
1253,29.059306994842366
1254,3.0242694536478165
1255,43.64098602437028
1256,2.024573941415886
1257,19.951398353772998
1258,20.069858244522838
1259,43.81617006187962
1260,43.24023775305284
1261,44.2165478652445
1262,43.39689633345197
1263,17.686215667588073
1264,37.88380912740443
1265,23.483856121850984
1266,42.43764052321423
1267,43.992840495328814
1268,44.21874786903013
1269,43.9014599674016
1270,42.040710072961886
1271,39.61996178759178
1272,44.082755799841884
1273,42.72755365275498
1274,43.57324108981177
1275,17.999857378281355
1276,11.06959209971926
1277,8.692872495179728
1278,43.5727220936256
1279,17.257396165561065
1280,43.529171990272225
1281,39.528630754202865
1282,41.01574203563405
1283,26.861023070731218
1284,44.4112237906197
1285,44.17330478555598
1286,43.7690019881352
1287,22.1048997803578
1288,28.39760533265319
1289,37.63664715286509
1290,44.175127627616604
1291,43.746124871736605
1292,44.67961504154778
1293,36.19009579938934
1294,17.550296564534705
1295,43.2381521641721
1296,43.9225313997804
1297,43.79927803799726
1298,43.55102281476137
1299,44.54880773624934
1300,42.8163594353111
1301,43.48663425613329
1302,41.149729681661086
1303,44.08626337213232
1304,31.021906737460707
1305,44.55413619277595
1306,44.19704894640461
1307,43.78958964285775
1308,3.0242694536478165
1309,15.376065461789914
1310,25.17121328866197
1311,38.90525636209929
1312,43.3722829294521
1313,44.525719576684786
1314,44.32916021607967
1315,43.705187590458856
1316,14.927168246138878
1317,25.909780662327606
1318,44.12824937600899
1319,24.041467021033494
1320,44.554749122639734
1321,43.7736358480213
1322,43.837161188584616
1323,44.50630103192699
1324,2.024573941415886
1325,43.948655794685415
1326,8.713145963060432
1327,14.018625555536998
1328,2.022593208643202
1329,3.0242694536478165
1330,44.664571840442015
1331,11.75242038838577
1332,21.639977377443895
1333,43.905954697406
1334,14.95029571754866
1335,3.6268861454046637
1336,44.50560620199928
1337,38.793720851811074
1338,34.22107905695681
1339,12.485671564927147
1340,19.397256358970942
1341,40.22102825410457
1342,24.261990311312243
1343,44.32752734950517
1344,18.60084646872366
1345,43.21756256615794
1346,19.646002341575645
1347,37.41883699504951
1348,2.024573941415886
1349,38.797226163697346
1350,15.796173569588834
