,Noisy DQN
365,14.400000000000004
366,4.4
367,35.79799894681413
368,27.200000000000014
369,38.15355450236969
370,6.6
371,3.422222222222222
372,12.000000000000002
373,7.999999999999999
374,14.800000000000006
375,7.866666666666669
376,25.20000000000001
377,18.266666666666673
378,14.800000000000006
379,32.91111111111113
380,12.48888888888889
381,14.000000000000004
382,2.4
383,20.000000000000007
384,26.333333333333346
385,7.866666666666669
386,9.6
387,2.666666666666667
388,5.7333333333333325
389,39.999999999999986
390,16.088888888888892
391,2.666666666666667
392,23.466666666666676
393,29.75555555555557
394,1.8000000000000003
395,19.466666666666672
396,25.377777777777787
397,11.200000000000001
398,39.08688783570302
399,11.022222222222222
400,2.8000000000000003
401,36.48888888888889
402,21.155555555555562
403,2.488888888888889
404,40.31111111111114
405,40.64244339125803
406,3.9999999999999996
407,5.2666666666666675
408,16.66666666666667
409,22.40000000000001
410,23.688888888888897
411,12.000000000000002
412,6.799999999999999
413,18.622222222222227
414,10.46666666666667
415,8.488888888888887
416,3.1999999999999997
417,24.6888888888889
418,13.555555555555557
419,18.93333333333334
420,39.999999999999986
421,15.64444444444445
422,37.30911005792521
423,16.466666666666672
424,39.309110057925224
425,15.64444444444445
426,22.40000000000001
427,12.355555555555558
428,2.488888888888889
429,5.955555555555555
430,10.711111111111112
431,26.355555555555565
432,41.17577672276314
433,15.666666666666673
434,16.53333333333334
435,10.4
436,15.777777777777782
437,21.155555555555562
438,20.311111111111117
439,27.911111111111122
440,22.000000000000007
441,31.288888888888902
442,15.200000000000005
443,23.20000000000001
444,7.199999999999999
445,19.13333333333334
446,35.51111111111111
447,35.79799894681413
448,22.355555555555565
449,23.20000000000001
450,11.533333333333335
451,40.3757767245919
452,39.13133228014746
453,18.266666666666673
454,41.486887835703016
455,39.35355450236968
456,43.33333333333335
457,15.666666666666673
458,17.600000000000005
459,32.08888888888891
460,18.93333333333334
461,9.600000000000003
462,9.6
463,17.600000000000005
464,11.200000000000001
465,13.066666666666672
466,3.3111111111111113
467,37.62022116903636
468,9.6
469,35.600000000000016
470,32.08888888888891
471,5.7333333333333325
472,4.4
473,31.200000000000017
474,37.575776724591876
475,11.333333333333334
476,28.000000000000014
477,11.200000000000001
478,18.93333333333334
479,1.7333333333333334
480,3.422222222222222
481,4.133333333333334
482,39.575776724591904
483,37.53133228014746
484,28.755555555555567
485,39.999999999999986
486,12.133333333333335
487,35.35355450236967
488,9.600000000000003
489,38.37577672459187
490,38.286887835702956
491,18.622222222222227
492,20.311111111111117
493,39.97577672459191
494,1.5999999999999999
495,35.575776724591904
496,3.533333333333333
497,9.88888888888889
498,5.7333333333333325
499,7.644444444444443
500,11.022222222222222
501,35.220221169036336
502,21.000000000000007
503,9.6
504,38.953554502369684
505,18.24444444444445
506,7.422222222222222
507,2.5777777777777775
508,0.8444444444444446
509,38.42022116903635
510,1.8
511,19.266666666666673
512,37.17577672459188
513,7.000000000000002
514,2.666666666666667
515,37.264665613480794
516,40.64244339125803
517,16.800000000000004
518,5.6
519,2.533333333333333
520,17.220221168795508
521,37.575776724591876
522,2.666666666666667
523,5.7333333333333325
524,39.35355450236968
525,37.88688783570302
526,37.797998946814126
527,3.9999999999999996
528,3.533333333333333
529,37.33333333333335
530,11.866666666666667
531,37.264665613480794
532,37.575776724591876
533,36.553554502369664
534,34.020221169036354
535,37.08688783570303
536,36.02022116903633
537,36.73133228014746
538,39.93133227990664
539,35.9757767245919
540,35.79799894681413
541,36.68688783570299
542,35.886887835703
543,33.88688783570302
544,35.531332280147474
545,34.68688783570301
546,37.62022116903635
547,9.600000000000003
548,37.08688783570303
549,22.000000000000007
550,6.6
551,18.622222222222227
552,34.28688783570302
553,40.953554502369684
554,25.377777777777787
555,39.575776724591904
556,37.3535545023697
557,41.22022116903635
558,40.420221169036346
559,18.111111111111118
560,37.13133228014746
561,3.417558299039781
562,38.37577672459187
563,18.111111111111118
564,37.753554502369695
565,11.022222222222222
566,39.22022116903635
567,36.64244339125856
568,37.17577672459188
569,37.39799894681413
570,10.75355439691435
571,11.333333333333334
572,8.799999999999999
573,36.286887835703
574,22.844444444444452
575,4.933333333333334
576,40.3757767245919
577,37.44244339125854
578,35.39799894681414
579,37.3535545023697
580,34.55355450236968
581,10.020221169004621
582,35.220221169036336
583,38.020221169036354
584,36.864665613480796
585,12.711111111111112
586,37.975776724591874
587,20.08688773024769
588,36.9535545023697
589,14.997998146012787
590,19.13333333333334
591,4.933333333333334
592,12.711111111111112
593,4.4
594,34.020221169036354
595,34.020221169036354
596,8.68688782181588
597,38.68688783570302
598,14.822222222222226
599,35.9757767245919
600,39.75355450236968
601,38.4646656134808
602,37.575776724591876
603,39.08688783570302
604,36.331332280147464
605,37.575776724591876
606,35.79799894681413
607,38.24244339125854
608,5.777777777777778
609,39.353553701568345
610,7.644444444444443
611,37.48688783570302
612,38.59799894681413
613,39.08688782181589
614,40.953554502369684
615,13.733333333333336
616,20.866666666666674
617,39.08688783570302
618,9.066666666666666
619,38.68688783570302
620,39.486887835703016
621,23.333333333333343
622,39.66466561347662
623,38.42022116903635
624,38.10911005792521
625,36.864665613480796
626,39.53133228014691
627,38.509110057925206
628,8.750891632373117
629,38.553554502365515
630,34.55355450236968
631,20.462002743484234
632,38.19799894681413
633,9.953548421284607
634,33.620221169036355
635,38.73133228014746
636,36.73133228014746
637,35.9757767245919
638,37.48688783570302
639,35.220221169036336
640,7.333333333333332
641,41.111111111111136
642,39.08688783570302
643,7.333333333333332
644,13.600000000000003
645,12.355555555555558
646,37.264665613480794
647,40.28688783570302
648,17.600000000000005
649,20.109110057925218
650,36.553554502369664
651,36.109110057925236
652,18.93333333333334
653,11.155555555555555
654,37.486887835703
655,35.620221169036334
656,3.6202150879512707
657,5.955555555555555
658,9.066666666666666
659,12.355555555555558
660,15.244444444444447
661,37.48688783570302
662,5.2666666666666675
663,38.0646656134808
664,38.42022116903635
665,6.3999999999999995
666,38.68688783567131
667,41.08688783570302
668,36.82022116903632
669,42.42022115514923
670,37.08688783570303
671,40.33133217469214
672,38.10911005792521
673,38.553554502369686
674,38.99799894681413
675,38.59799894681413
676,34.59799894681414
677,34.15355450236969
678,35.66466561348081
679,37.93133228014746
680,40.15355450236969
681,36.99799894681413
682,38.37577672459187
683,33.75355450236969
684,7.644444444444443
685,41.22022116903635
686,18.400000000000006
687,11.153508324129959
688,7.000000000000002
689,8.488888888888887
690,37.08688783570303
691,11.533333333333335
692,38.73133228014746
693,9.53133147934612
694,13.88422496570645
695,36.9535545023697
696,37.44244339125854
697,7.199999999999999
698,33.75355450236969
699,2.2842249657064473
700,30.400000000000013
701,6.3999999999999995
702,13.886887821815883
703,31.288888888888902
704,11.417558299039781
705,36.153554502369666
706,38.73133228014746
707,37.264665613480794
708,37.17577672459188
709,16.466666666666672
710,23.509110057684406
711,36.73133228014746
712,38.28688783570302
713,26.066666666666677
714,38.15355450236969
715,10.31111111111111
716,35.620221169036334
717,35.35355450236967
718,16.466666666666672
719,34.68688783570301
720,4.955555555555556
721,35.931332280147465
722,19.600000000000005
723,7.644444444444443
724,37.62022116903636
725,13.066666666666672
726,40.28688783570302
727,32.80000000000001
728,40.50911005792518
729,37.575776724591876
730,4.6865371696952245
731,4.4
732,36.864665613480796
733,35.486887835703
734,38.37577672459187
735,20.71111111111112
736,34.8646656134808
737,40.77577672458773
738,19.200000000000006
739,35.84244339125857
740,20.000000000000007
741,37.797998946814126
742,38.19799894681413
743,35.531332280147474
744,36.375776724591894
745,1.5999999999999999
746,8.377777777777776
747,35.35355450236967
748,38.24244339125854
749,1.8
750,5.6
751,38.59799894681413
752,35.931332280147465
753,40.420221169036346
754,34.55355450236968
755,38.10911005792521
756,20.908759391917453
757,26.933333333333344
758,35.531332280147474
759,10.022222222222222
760,35.620221169036334
761,1.8
762,19.466666666666672
763,5.777777777777778
764,36.59799894681413
765,25.644444444444456
766,34.68688783570301
767,6.799999999999999
768,41.62022116903628
769,5.6
770,35.9757767245919
771,3.9999999999999996
772,40.06466561165204
773,38.10911005792521
774,36.109110057925236
775,39.442443391258564
776,34.8646656134808
777,3.9999999999999996
778,40.82022116903636
779,39.93133227990664
780,34.8646656134808
781,36.50911005792523
782,38.331332280147464
783,38.37577672459187
784,37.62022116903636
785,18.93333333333334
786,26.933333333333344
787,39.486887835703016
788,36.953554502369656
789,6.266666666666668
790,37.53133228014746
791,41.04244339101774
792,26.20000000000001
793,16.466666666666672
794,38.24244339125854
795,38.10911005792521
796,13.066666666666672
797,35.84244339125857
798,16.466666666666672
799,39.886887835703014
800,37.53133228014746
801,16.222222222222225
802,38.4646656134808
803,7.866666666666669
804,12.000000000000002
805,8.866666666666669
806,32.000000000000014
807,11.46666666666667
808,36.864665613480796
809,11.333333333333334
810,39.175776724591884
811,7.866666666666669
812,9.820221063581018
813,34.8646656134808
814,38.864665613480796
815,13.933333333333339
816,3.4444444444444446
817,8.244444444444444
818,35.9757767245919
819,42.95350832412998
820,14.400000000000002
821,34.82022116903634
822,39.93133227990664
823,37.220221169036364
824,1.8
825,38.24244339125854
826,21.60000000000001
827,38.24244339125854
828,8.733333333333336
829,39.97577672459191
830,12.355555555555558
831,13.68888888888889
832,38.64244339125854
833,35.575776724591904
834,12.200000000000005
835,25.600000000000012
836,38.73133228014746
837,35.486887835703
838,39.66466561347662
839,39.042443391258544
840,36.4646656134808
841,30.44444444444446
842,14.30910397684016
843,8.488888888888887
844,14.000000000000004
845,13.066666666666672
846,19.200000000000006
847,36.42022116903633
848,41.22022116903635
849,36.73133228014746
850,35.79799894681413
851,43.33333333333335
852,37.575776724591876
853,24.00000000000001
854,39.886887835703014
855,35.79799894681413
856,11.350891632373118
857,2.666666666666667
858,14.822222222222226
859,34.8646656134808
860,35.26466561348081
861,36.820221169036365
862,37.797998946814126
863,23.20000000000001
864,4.266666666666667
865,34.55355450236968
866,36.553554502369664
867,42.686887034901694
868,9.066666666666666
869,37.08688783570303
870,36.109110057925236
871,38.37577672459187
872,6.6868817546179375
873,42.15355450212886
874,35.39799894681414
875,38.77577672459187
876,21.086887821815886
877,35.575776724591904
878,39.175776724591884
879,39.35355450236968
880,36.109110057925236
881,3.4444444444444446
882,3.9999999999999996
883,37.220221169036364
884,36.953554502369656
885,36.42022116903633
886,15.666666666666673
887,37.44244339125854
888,35.9757767245919
889,19.755555555555564
890,18.622222222222227
891,38.42022116903581
892,35.620221169036334
893,34.15355450236969
894,5.6
895,1.7508916323731138
896,34.82022116903634
897,19.13333333333334
898,33.75355450236969
899,36.953554502369656
900,35.79799894681413
901,35.220221169036336
902,13.17777777777778
903,16.088888888888892
904,39.488888888888916
905,36.50911005792523
906,12.800000000000002
907,41.22022116903635
908,5.911111111111111
909,34.99799894681414
910,14.000000000000004
911,35.79799894681413
912,7.199999999999999
913,38.77577672459187
914,4.286881754617937
915,35.886887835703
916,39.62022116903635
917,1.0666666666666667
918,6.6
919,22.844444444444452
920,12.355555555555558
921,39.042443391258544
922,37.08688783570303
923,4.133333333333334
924,9.600000000000003
925,39.397998946814056
926,36.68688783570303
927,9.600000000000003
928,38.64244339125854
929,39.22022116903635
930,42.020221169004635
931,19.755555555555564
932,33.48688783570302
933,6.6
934,16.088888888888892
935,12.333333333333337
936,37.88688783570302
937,38.0646656134808
938,23.60000000000001
939,37.220221169036364
940,13.17777777777778
941,10.109110044038104
942,37.3535545023697
943,38.73133228014746
944,42.2222222222222
945,34.73133228014747
946,13.486881754617936
947,4.886841657463294
948,30.44444444444446
949,11.086537169695225
950,37.975776724591874
951,33.620221169036355
952,16.933333333333337
953,38.77577672459187
954,39.442443391258564
955,39.08688783570302
956,21.73333333333334
957,2.550891632373114
958,39.442443391258564
959,4.133333333333334
960,14.822222222222226
961,36.864665613480796
962,38.864665613480796
963,39.175776724591884
964,3.533333333333333
965,11.533333333333335
966,36.375776724591894
967,35.886887835703
968,34.55555555555558
969,16.66666666666667
970,37.53133228014746
971,17.911111111111115
972,37.04244339125855
973,36.331332280147464
974,2.462002743484225
975,35.220221169036336
976,16.088888888888892
977,4.953553701568342
978,38.331332280147464
979,36.68688783570303
980,35.086887835703
981,37.53133228014746
982,36.64244339125856
983,37.753554502369695
984,39.042443391258544
985,37.70911005792521
986,38.953554502369684
987,37.66466561348079
988,37.08688783570303
989,39.75355450236968
990,36.0646656134808
991,3.9999999999999996
992,35.086887835703
993,7.422222222222222
994,33.75355450236969
995,33.620221169036355
996,36.953554502369656
997,15.244444444444447
998,34.59799894681414
999,36.02022116903633
1000,35.70911005792524
1001,34.464665613480804
1002,34.59799894681414
1003,34.55355450236968
1004,38.82022116903635
1005,38.953554502369684
1006,36.99799894681413
1007,36.64244339125856
1008,37.88688783570302
1009,38.020221169036354
1010,36.73133228014746
1011,33.48688783570302
1012,35.9757767245919
1013,40.3757767245919
1014,33.48688783570302
1015,12.48888888888889
1016,9.622222222222222
1017,36.9535545023697
1018,34.68688783570301
1019,36.19799894681413
1020,34.95355450236967
1021,16.088888888888892
1022,36.820221169036365
1023,36.820221169036365
1024,38.953554502369684
1025,33.620221169036355
1026,9.333333333333332
1027,34.8646656134808
1028,27.220221169032165
1029,33.35355450236969
1030,36.153554502369666
1031,38.509110057925206
1032,35.9757767245919
1033,35.70911005792524
1034,33.620221169036355
1035,35.131332280147475
1036,34.59799894681414
1037,36.9535545023697
1038,35.131332280147475
1039,34.28688783570302
1040,33.48688783570302
1041,37.753554502369695
1042,35.79799894681413
1043,38.15355450236969
1044,40.50911005792518
1045,37.62022116903636
1046,38.42022116903635
1047,35.220221169036336
1048,40.15355450236969
1049,35.35355450236967
1050,36.820221169036365
1051,33.88688783570302
1052,37.08688783570303
1053,33.620221169036355
1054,39.486887835703016
1055,38.909110057925204
1056,37.70911005792521
1057,4.2666666666666675
1058,36.820221169036365
1059,36.68688783570303
1060,3.333333333333333
1061,36.02022116903633
1062,38.37577672459187
1063,34.68688783570301
1064,36.90911005792522
1065,36.0646656134808
1066,36.42022116903633
1067,36.953554502369656
1068,36.50911005792523
1069,36.331332280147464
1070,38.10911005792521
1071,39.886887835703014
1072,37.39799894681413
1073,34.42022116903635
1074,39.999999999999986
1075,37.975776724591874
1076,37.30911005792521
1077,34.8646656134808
1078,11.46666666666667
1079,6.266666666666668
1080,39.26466561348079
1081,7.644444444444443
1082,36.375776724591894
1083,35.84244339125857
1084,37.30911005792521
1085,35.84244339125857
1086,35.70911005792524
1087,35.26466561348081
1088,17.042443391258
1089,35.70911005792524
1090,35.620221169036334
1091,33.620221169036355
1092,34.99799894681414
1093,35.486887835703
1094,37.797998946814126
1095,39.486887835703016
1096,33.75355450236969
1097,16.800000000000004
1098,2.4
1099,37.62022116903636
1100,35.886887835703
1101,37.04244339125855
1102,39.22022116903635
1103,35.35355450236967
1104,12.355555555555558
1105,11.533333333333335
1106,38.020221169036354
1107,33.620221169036355
1108,36.82022116903632
1109,17.06666666666667
1110,35.35355450236967
1111,7.61987050302856
1112,39.22022116903635
1113,36.864665613480796
1114,37.35355450236967
1115,4.133333333333334
1116,36.68688783570303
1117,13.17777777777778
1118,11.333333333333337
1119,9.066666666666666
1120,39.22022116903635
1121,35.9757767245919
1122,38.02022116903636
1123,36.820221169036365
1124,4.553203836361892
1125,28.66666666666668
1126,33.88688783570302
1127,18.111111111111118
1128,36.99799894681413
1129,40.10911005792525
1130,35.84244339125857
1131,37.17577672459188
1132,39.042443391258544
1133,25.511111111111124
1134,9.286887835462178
1135,38.82022116903635
1136,38.64244339125854
1137,33.48688783570302
1138,41.486887835703016
1139,41.75355450236913
1140,37.575776724591876
1141,37.753554502369695
1142,36.331332280147464
1143,40.55355450236968
1144,33.48688783570302
1145,33.620221169036355
1146,9.600000000000003
1147,28.933333333333348
1148,39.70911005792523
1149,39.175776724591884
1150,35.886887835703
1151,38.286887835702956
1152,10.711111111111112
1153,35.39799894681414
1154,34.55355450236968
1155,35.70911005792524
1156,36.64244339125856
1157,37.70911005792521
1158,34.59799894681414
1159,34.42022116903635
1160,36.19799894681413
1161,9.55355448848255
1162,39.62022116903635
1163,33.620221169036355
1164,37.30911005792521
1165,35.486887835703
1166,34.95355450236967
1167,34.95355450236967
1168,35.220221169036336
1169,38.82022116903635
1170,35.886887835703
1171,21.553554500540915
1172,35.931332280147465
1173,37.44244339125854
1174,37.30911005792521
1175,39.442443391258564
1176,21.620174990796635
1177,1.7333333333333334
1178,37.753554502369695
1179,38.0646656134808
1180,10.595336076817558
1181,37.48688783570302
1182,35.70911005792524
1183,39.486887835703016
1184,38.553554502369686
1185,36.553554502369664
1186,37.30911005792521
1187,36.109110057925236
1188,38.28688783570302
1189,14.066666666666672
1190,16.219870503028563
1191,26.933333333333344
1192,39.309110057925224
1193,3.550891632373114
1194,6.286887821815881
1195,36.90911005792522
1196,37.486887835703
1197,38.73133228014746
1198,39.309110057925224
1199,33.88688783570302
1200,37.44244339125854
1201,37.17577672459188
1202,34.8646656134808
1203,36.02022116903633
1204,40.02022116903635
1205,9.066666666666666
1206,17.06666666666667
1207,4.4
1208,19.600000000000005
1209,12.711111111111112
1210,40.420221169036346
1211,39.488888888888916
1212,37.44244339125854
1213,3.533333333333333
1214,34.82022116903634
1215,16.42021508795127
1216,18.622222222222227
1217,13.066666666666672
1218,36.64244339125856
1219,36.9535545023697
1220,35.220221169036336
1221,33.620221169036355
1222,7.866666666666669
1223,35.9757767245919
1224,37.264665613480794
1225,34.99799894681414
1226,40.55355450236968
1227,2.4
1228,36.02022116903633
1229,24.466666666666676
1230,38.77577672459187
1231,35.620221169036334
1232,37.08688783570303
1233,38.37577672459187
1234,33.48688783570302
1235,35.39799894681414
1236,22.000000000000007
1237,35.84244339125857
1238,37.53133228014746
1239,27.911111111111122
1240,39.042443391258544
1241,36.331332280147464
1242,39.042443391258544
1243,39.575776724591904
1244,2.666666666666667
1245,38.553554502365515
1246,11.533333333333335
1247,34.82022116903634
1248,6.553553701568344
1249,22.000000000000007
1250,34.42022116903635
1251,12.355555555555558
1252,38.59799894681413
1253,37.17577672459188
1254,35.620221169036334
1255,2.1532038363618913
1256,38.24244339125854
1257,37.93133228014746
1258,38.68688783570302
1259,38.953554502369684
1260,36.820221169036365
1261,35.84244339125857
1262,36.153554502369666
1263,37.35355450236967
1264,16.933333333333337
1265,22.000000000000007
1266,33.88688783570302
1267,2.9532038363618915
1268,39.75355450236968
1269,38.19799894681413
1270,35.70911005792524
1271,6.150891632373115
1272,32.13333333333335
1273,37.753554502369695
1274,33.620221169036355
1275,18.111111111111118
1276,39.70911005792523
1277,39.84244339125857
1278,18.266666666666673
1279,38.10911005792521
1280,3.4868817546179374
1281,41.486887835703016
1282,12.355555555555558
1283,36.68688783570303
1284,33.620221169036355
1285,6.133333333333335
1286,37.797998946814126
1287,39.62022116903635
1288,1.4865371696952248
1289,36.99799894681413
1290,33.48688783570302
1291,6.953554488482548
1292,36.864665613480796
1293,39.26466561348079
1294,24.533333333333342
1295,33.88688783570302
1296,38.020221169036354
1297,21.288888888888895
1298,37.75355450236968
1299,13.555555555555557
1300,37.08688783570303
1301,14.822222222222226
1302,36.02022116903633
1303,37.886887835703014
1304,28.755555555555567
1305,18.93333333333334
1306,36.0646656134808
1307,37.88688783570302
1308,39.13133228014746
1309,5.955555555555555
1310,27.15555555555557
1311,27.353554502369672
1312,24.6888888888889
1313,40.28688783570302
1314,35.75355450236967
1315,14.800000000000006
1316,39.999999999999986
1317,38.509110057925206
1318,6.017558299039782
1319,38.77577672459187
1320,37.220221169036364
1321,37.62022116903636
1322,33.48688783570302
1323,11.486887835671286
1324,37.264665613480794
1325,38.864665613480796
1326,37.84244339125854
1327,20.577777777777786
1328,38.64244339125854
1329,7.222222222222221
1330,9.600000000000003
1331,41.75355450236913
1332,35.70911005792524
1333,36.64244339125856
1334,5.777777777777778
1335,37.753554502369695
1336,11.200000000000001
1337,39.175776724591884
1338,36.864665613480796
1339,14.000000000000004
1340,7.644444444444443
1341,40.19799893292701
1342,40.82022116903636
1343,35.75355450236967
1344,34.95355450236967
1345,6.799999999999999
1346,38.020221169036354
1347,35.220221169036336
1348,9.886881754617935
1349,10.177777777777777
1350,37.264665613480794
1351,37.30911005792521
1352,36.0646656134808
1353,4.266666666666667
1354,38.24244339125854
1355,38.553554502365515
1356,42.15355450212886
1357,35.620221169036334
1358,33.35355450236969
1359,32.08888888888891
1360,9.22017499079663
1361,36.64244339125856
1362,33.35355450236969
1363,38.37577672459187
1364,38.68688783570302
1365,35.086887835703
1366,34.73133228014747
1367,36.9535545023697
1368,35.620221169036334
1369,8.244444444444444
1370,21.35350832412997
