,DQN*
226,11.646445511486288
227,3.800478081389331
228,9.418953341391045
229,22.090238171596734
230,15.039494235318683
231,4.043242407563172
232,18.26597757037312
233,21.13217653144778
234,2.33595002509018
235,8.71022515984406
236,4.506592450183168
237,11.534927270962154
238,2.6209789267275916
239,5.356717675346006
240,14.377175628049045
241,16.244125591198053
242,10.970233911427165
243,21.19747219410174
244,2.219247010483328
245,13.576423224629533
246,6.134863132366265
247,20.950453345735813
248,9.30958696066658
249,11.21892982393722
250,13.578863416451235
251,3.2405799819555714
252,12.375793449149336
253,8.889387073497028
254,29.131473428482984
255,6.866341458005373
256,1.313462830304775
257,5.929642896610958
258,9.045511357472181
259,1.9356850525269975
260,13.241068850616859
261,9.665860797025129
262,5.846790974922569
263,31.155895942240615
264,8.93555527514984
265,3.4023918163483073
266,11.20265598837907
267,20.86398342152449
268,3.8464863955863
269,3.0904251975281247
270,8.173506847473911
271,19.02278877209527
272,34.660825353724555
273,23.061634120204225
274,5.446446298431657
275,17.288549225057714
276,10.112766613891498
277,1.804663923182442
278,15.5997410257387
279,18.625642980349348
280,6.529269619996982
281,5.070128552967542
282,12.532969296488492
283,2.6444444444444444
284,5.024224076209435
285,10.468927344537967
286,3.4660439435714916
287,9.98097224305983
288,10.776886742633003
289,6.7766053953040055
290,21.795960731307034
291,4.711407755946597
292,29.665966350012408
293,12.423996501613459
294,21.840024146783975
295,9.71218596929728
296,4.159596755322141
297,26.196858373196953
298,4.911679948270225
299,5.5131636228204455
300,5.022465721737465
301,19.33351619155281
302,12.045863312206592
303,7.2894762477600406
304,11.531533606111111
305,24.868868208274733
306,3.7565183462755214
307,10.575154000712145
308,13.267994985687432
309,4.15847380401116
310,6.7797797353915525
311,2.6406876552866176
312,23.822460335048437
313,7.753034091992001
314,1.9098222124641888
315,16.78279227537226
316,9.287651434444522
317,2.5771550546826028
318,9.799337243202174
319,1.2463340301349508
320,15.397022622160431
321,20.395946981895147
322,27.77318057798439
323,7.133778763079517
324,6.309858767087714
325,5.822802776534852
326,14.310981978771284
327,2.086430778316425
328,16.756662133357402
329,25.802180961185258
330,3.470041690861644
331,20.064774832872676
332,8.891286786108974
333,4.5065046531776325
334,15.243328045290887
335,4.933943968465116
336,14.222220307180828
337,11.999147922816151
338,20.19308520319538
339,29.60059268319598
340,6.511724777258853
341,11.107634073330443
342,13.733926621097163
343,33.64013064110485
344,7.003405969868529
345,1.9130006968016178
346,1.7549328324603806
347,11.800835619266685
348,9.823129048945393
349,9.19706854303241
350,5.0197785757082425
351,13.574421185148372
352,9.332710945330795
353,18.64218075354878
354,16.997072794266472
355,9.063126496261312
356,9.909278663942722
357,5.0888435114505075
358,5.4458240158527245
359,23.555929273116824
360,6.000561867256729
361,24.17944663327172
362,3.73732456253449
363,4.956627711719667
364,36.41580154472441
365,13.797383202787838
366,9.313158447987849
367,13.623463442558984
368,11.625120493539718
369,4.551737240749359
370,5.733199503365876
371,16.749511840520583
372,8.090890848090597
373,29.486534409224348
374,2.0241118079127283
375,8.199768506164363
376,7.980194867434345
377,1.7602194787379974
378,10.620478235738007
379,1.8907784745793954
380,11.861401009263835
381,4.779206799862397
382,28.156069289719387
383,11.156039977878624
384,5.489796481265469
385,23.798598812895694
386,3.6034623001369366
387,13.22153668261154
388,8.223143164083446
389,8.203786200376419
390,2.9793542947697804
391,6.839261690832107
392,18.354231217965356
393,5.759869613531546
394,1.9130006968016176
395,1.688266165793714
396,7.999718127302678
397,6.868201160051599
398,14.017704919833387
399,17.508982872440953
400,12.418098643364441
401,15.62141929929412
402,19.214149084177073
403,1.7549328324603806
404,11.75300064476242
405,6.822594448241724
406,4.270042160057484
407,3.9793140864170136
408,4.113502927459418
409,3.60146437892974
410,8.621409318980723
411,3.7524764468792897
412,7.9572559698255505
413,4.601889585690506
414,3.6631068751272453
415,10.00153881415512
416,8.837429287650513
417,23.770415726396227
418,5.623871605640476
419,2.152476446879289
420,8.507737909218145
421,19.483293160517082
422,33.01648996872847
423,14.29223191782586
424,3.0464916758700387
425,8.754742650726124
426,20.157638879660343
427,17.888561885952686
428,3.3367083575283107
429,4.600465663500299
430,8.200897709650604
431,1.7104891627863954
432,9.485054096712808
433,13.822804772915394
434,18.57109120371845
435,6.358297276625014
436,7.622441795144303
437,5.952641305050606
438,12.660813543521977
439,33.264179527115786
440,1.979667363468284
441,7.197605464569314
442,6.667907434799254
443,1.9157750342935527
444,8.54978365099401
445,5.640403594155258
446,21.128183541446827
447,9.688846997402111
448,1.0643544626778891
449,2.2885819910224705
450,5.824479388836677
451,19.70918822761666
452,17.043192899162808
453,15.979625261746465
454,17.26660014325538
455,14.436381725421708
456,9.641138585491984
457,39.32657167537142
458,8.79580585698271
459,3.911741367791758
460,8.66515528940418
461,6.333754267151025
462,17.50669981780766
463,4.557284551333362
464,7.5574362645842355
465,14.084545876617105
466,2.9353805647589275
467,11.52817087098692
468,7.173260730085975
469,4.513118245382063
470,14.776027563727325
471,5.309518193512571
472,15.310675545036183
473,2.0241118079127283
474,22.24347228522531
475,9.289961890503145
476,29.308784994387885
477,19.591550913392357
478,2.06374586596014
479,1.290778474579395
480,4.711218495453336
481,17.83876637489993
482,10.9304172583652
483,5.243821720568874
484,13.41745220733349
485,38.74800815135445
486,17.156554076986286
487,37.1419621085897
488,2.4209333235752997
489,6.4195593661127885
490,6.689947024445824
491,9.934831112091427
492,14.44289056977642
493,22.08886271595651
494,15.68490187412366
495,5.645974777453167
496,6.289945273276118
497,8.755322225123018
498,1.622222222222222
499,5.239781308176208
500,6.20170007565483
501,1.2907784745793953
502,37.41596317070051
503,4.845989339652927
504,22.593219259155074
505,10.60324145006687
506,16.447979608392515
507,16.289919947244925
508,1.9356850525269975
509,3.085496184542565
510,2.046796163638108
511,8.175491087867133
512,21.551914988231964
513,5.2876545400697745
514,19.620393468733802
515,3.57258816982653
516,11.240972130435557
517,14.374404932130732
518,22.46369603342131
519,3.221291921665596
520,11.066816233564992
521,8.774179526300554
522,7.114663539639267
523,11.28643015357233
524,38.176990091937085
525,40.96696739940404
526,7.933291764084821
527,4.595675437372156
528,34.949876088280455
529,17.88831518854911
530,14.305150395701327
531,11.263019889654036
532,9.466537601370467
533,9.218709253023732
534,16.264841129456272
535,22.065190157488267
536,3.666666666666667
537,21.61856034529993
538,12.888346659476472
539,5.533443169777447
540,13.796807333472385
541,18.620081147646896
542,12.417863277433193
543,10.864184560260021
544,15.550891860004544
545,6.041912794294957
546,6.485916131640504
547,16.529429982584073
548,6.438580266365256
549,25.302663002129083
550,19.75200101998879
551,2.024573941415886
552,5.353514391327905
553,19.35226345660365
554,16.41497203091959
555,2.4938572998394
556,4.4857610896669255
557,1.890778474579395
558,10.822526023145867
559,8.28761676228444
560,14.128183515373133
561,5.510905352321037
562,7.106670995077443
563,24.84403631815085
564,17.799924868128816
565,22.847249096206905
566,36.37511120139133
567,1.7955050995096598
568,18.795067981103422
569,40.92308187833293
570,27.487691353257816
571,21.10708825922245
572,9.933214878423954
573,14.373502574183904
574,42.05787240232378
575,1.7099098024248163
576,39.05839810047873
577,5.928344690117353
578,20.443671805608393
579,17.26280931074662
580,26.30331827952274
581,17.682856510483656
582,9.71249019422073
583,8.490936106668187
584,12.423273589962687
585,15.108910860981213
586,4.934405896263234
587,12.203569768744588
588,14.912058038026132
589,22.28789853862716
590,10.754759777434694
591,4.395642852573465
592,9.489500658586966
593,37.593334186953875
594,4.2405858793646605
595,9.490267323654978
596,2.6404558620955885
597,13.266146137310503
598,4.555930444220759
599,14.93073486998591
600,1.8040416406074844
601,8.639887139629987
602,3.7359500250901805
603,9.203334688792967
604,8.867308337425854
605,2.5098678156164804
606,8.778358132529137
607,7.310249036944143
608,5.796402608611225
609,7.289659091958645
610,5.690418049148825
611,10.245328045818855
612,3.7343966227312775
613,36.39862341357364
614,34.17472043740831
615,1.8879521484932495
616,1.7098230360936235
617,0.9379972565157751
618,1.0196670561736862
619,15.532260271522699
620,2.8673545495825685
621,5.645357023229595
622,27.71049425616617
623,3.689490127138936
624,16.397387864278326
625,29.394185303374087
626,23.111996102701273
627,19.76790717836961
628,7.823264768708395
629,2.846173881059192
630,7.176010912381324
631,19.04256595547649
632,11.771148954242438
633,39.92451996769711
634,7.247664768122054
635,0.9771550546826028
636,1.6438217213492694
637,15.732647393268596
638,9.976035722068497
639,9.533913766450912
640,28.573093049909836
641,7.977108901807512
642,1.8620564142421479
643,3.7518537249336963
644,2.6444444444444444
645,8.734014299210848
646,10.46235747580309
647,18.44483489707935
648,4.980580462902236
649,5.220513375830021
650,39.10384361503675
651,1.0268861454046638
652,28.394858047118806
653,2.8233502908624666
654,14.891745118105751
655,1.8690183858603309
656,22.397085871655896
657,28.68329949702728
658,16.637209210866718
659,17.769619093071984
660,9.246491675870042
661,1.8690183858603309
662,16.216858299562464
663,16.512843803373528
664,15.261307314300396
665,17.089811056191373
666,12.437421960612635
667,9.731257632742082
668,38.169838315716014
669,6.887600813871402
670,17.68544845447356
671,41.48118627920357
672,10.306396491254478
673,3.5520417284861328
674,5.019869665138015
675,6.245203246074301
676,7.931332266051215
677,12.21705850601815
678,9.286821796551575
679,5.600350560552458
680,4.287024246414325
681,3.7824417009602196
682,12.336702745639151
683,40.55326761957111
684,20.17422670934764
685,9.111461777118336
686,9.84133525169571
687,3.867240895241805
688,4.021600273897506
689,38.23792169746365
690,4.0237671174307055
691,4.193906872736388
692,16.571624519421814
693,17.26306673258839
694,11.841311274365632
695,16.08927189793766
696,9.558773794876334
697,4.953024830081326
698,2.782441700960219
699,16.930524887864575
700,18.218690864048916
701,11.174537587708038
702,3.4654225979062985
703,8.268667811661576
704,39.53202921402617
705,4.646446298431657
706,12.996490222122409
707,1.7771550546826032
708,38.082489685957825
709,4.396298260308979
710,37.238788116347685
711,13.595930802344444
712,7.578356932137259
713,38.240958556824694
714,20.554382135555283
715,8.222807075688076
716,26.440827423804752
717,13.265644493172665
718,9.777786349934457
719,6.5779149816982745
720,41.817155148362446
721,1.6216002738975064
722,8.088736502199895
723,39.443313877664565
724,4.488815249368832
725,38.99434973865554
726,1.9130006968016178
727,4.8869773107931
728,11.95408410357117
729,8.690625246736968
730,21.37715581675809
731,14.422788710570108
732,1.0929305294963731
733,15.951902694296223
734,6.798650043049425
735,16.599178508359742
736,21.41719954418033
737,34.44052335664359
738,11.172241287967665
739,8.61669565151654
740,10.886018692270653
741,16.93376902125955
742,7.684864898638437
743,2.759914990969927
744,9.773549688256363
745,17.800318872651985
746,5.889264670664971
747,3.0242694536478165
748,21.60084878538486
749,5.151859381718142
750,21.35263758647799
751,6.470028552780425
752,16.23857717459713
753,20.88467021953918
754,6.245120700886779
755,28.421855189808934
756,24.752680230389416
757,24.668397586180845
758,16.597130200842418
759,11.932458998930542
760,16.42216997800315
761,14.668250858228458
762,35.399828606384375
763,33.657370960447516
764,3.7281381280924357
765,1.6215994991270473
766,2.9306765444218437
767,24.32929628177669
768,7.288924439732775
769,14.727604390661565
770,5.400913585408228
771,4.423285042428421
772,9.599523734429965
773,6.4195593661127885
774,1.781819418385262
775,8.2164587549663
776,18.39811794721231
777,7.311049697534653
778,8.709478412762234
779,6.290772301822218
780,3.270783223746423
781,2.532131297184751
782,7.911710345229992
783,35.936105813005454
784,26.107991191682878
785,6.328825193050951
786,13.39286180957591
787,5.334245912118484
788,9.489469227094258
789,12.044839718352918
790,5.070444613366524
791,22.174168125490198
792,5.622667486762707
793,27.107271999632673
794,10.507934198046147
795,10.264104084259566
796,3.551954921736323
797,2.1801294969714418
798,22.795191199485096
799,28.44507765236375
800,7.291529775018296
801,5.845058077263249
802,12.510553340490244
803,9.046445497871156
804,18.400262672157773
805,8.597685419696813
806,37.79428386530681
807,29.905426860083534
808,40.220232758667976
809,4.510447694067034
810,13.333860216476268
811,24.44056569907268
812,3.86312775279087
813,13.730317992768393
814,2.706574135395743
815,1.8690183858603309
816,19.353965615340748
817,4.025987878605616
818,17.796869284694086
819,5.579778936418984
820,27.59455513867402
821,4.822222222222222
822,5.954625933816297
823,40.39159096226936
824,41.28889933928666
825,6.667760372674958
826,20.979779617909582
827,11.572629258617596
828,1.2018895856905065
829,39.396438435305186
830,19.288164716712537
831,35.930627750481975
832,4.80153102835474
833,15.043339792288213
834,5.623328063979821
835,5.915424473741094
836,12.600175326097746
837,14.335261553789378
838,21.48394691256775
839,8.354463101010241
840,6.024223380863428
841,8.289954569353508
842,9.958885201823795
843,12.5505476263693
844,31.523735614252416
845,26.691102436641945
846,8.35694182355344
847,28.840308042444345
848,9.040225862024597
849,8.550891632404277
850,34.32825112176767
851,20.711797418015344
852,6.219776896461404
853,4.112033804675551
854,11.733469878551219
855,19.97697851071881
856,10.423279009877783
857,10.711223805525243
858,12.687085109621453
859,11.066667375899305
860,1.8863337228403532
861,14.930082069653562
862,26.43925221177402
863,35.48210177217427
864,5.9332960839693065
865,8.106754576646614
866,4.292046701222612
867,6.376010553078099
868,31.819362404421597
869,10.356140339920636
870,3.4206631929563107
871,9.486787427453683
872,24.639875919432217
873,9.955822890950738
874,40.598512217279314
875,42.50648526810318
876,23.393859596215467
877,33.527668209158364
878,7.596658588815327
879,23.466064607013756
880,2.5367956334702697
881,11.954601625465795
882,8.489125964199378
883,20.93139399843847
884,7.314018888362341
885,14.55573277685705
886,15.618568004464942
887,24.380417950251147
888,13.80053152308991
889,4.618618344711064
890,16.779784806593483
891,25.197505282746167
892,16.310732681390807
893,8.88859294043188
894,42.682080803273415
895,13.75397807585601
896,29.813980681306465
897,15.422496760409771
898,10.819206072027027
899,5.0197785757082425
900,8.358145611049672
901,5.468668520653879
902,8.200493108224435
903,12.200153829264801
904,11.067089797610315
905,11.954522973621536
906,5.88502878307258
907,17.620279881218266
908,43.32299696001621
909,17.62232184749439
910,14.107992047083444
911,6.753203836361893
912,5.869374163781838
913,28.956829335160293
914,16.487460260559292
915,12.90720456780816
916,5.644398371660055
917,6.466266747725586
918,2.995470942515951
919,6.4656830348878405
920,38.11156834321251
921,9.823946945660197
922,13.287808783080427
923,15.307000865019464
924,3.4685974919603306
925,11.065986011266434
926,10.39508957601939
927,4.6212385904433955
928,19.635843614330884
929,12.311877051883137
930,6.046455907511822
931,34.04670692557962
932,4.979307652733429
933,42.94960360512289
934,12.506891464422969
935,19.636127638065965
936,2.046796163638108
937,10.954898130064155
938,14.372454266030012
939,17.847556477010617
940,12.525821823760282
941,14.639062336737497
942,28.172177226691463
943,3.734181867889313
944,9.135535547019227
945,40.35386320289461
946,19.82290034130104
947,21.03865375700921
948,46.14690753939192
949,10.17930702796877
950,10.132618824906247
951,5.287642261278466
952,16.704200343177927
953,18.68344601011886
954,7.465271509077017
955,10.17774987922608
956,14.264630162266451
957,13.378272942089232
958,7.551911867942762
959,3.515152310418435
960,18.425438030442105
961,11.553726262221662
962,11.533239601242894
963,14.59492630372789
964,20.286879959961613
965,22.86773776836261
966,3.153110225951134
967,10.4642166381182
968,16.94843557058
969,12.202182726572756
970,3.290424191093166
971,11.086355581510963
972,15.087058885339646
973,41.14754287090151
974,29.549024841438737
975,39.840775407752524
976,25.90874866179099
977,26.286475017915777
978,3.8672684184043895
979,25.637299417648872
980,5.109154685044173
981,5.64910239199714
982,7.800128196106664
983,4.111692482014308
984,5.645974777453167
985,2.9798250092033722
986,5.6677248689588104
987,11.865886360245716
988,21.152000426275336
989,6.686932462821951
990,8.045350880829265
991,25.866605476863647
992,17.9114045316774
993,24.77757820107378
994,21.86296016800263
995,27.864749133020673
996,19.222768672167003
997,8.595312742613105
998,13.598887698725742
999,18.732030401775678
1000,5.8857538475670435
1001,27.580543229985143
1002,3.243822496119728
1003,18.841270709250345
1004,2.0023517191936637
1005,20.88661106459014
1006,6.268051518358685
1007,7.1541227842125386
1008,6.685397808935127
1009,13.33314417566558
1010,8.263158141843771
1011,3.778740568497744
1012,27.8352458746586
1013,22.527080992832765
1014,9.537317813265942
1015,4.6245285639775044
1016,11.084863529845096
1017,21.99794010658687
1018,10.956324979132377
1019,42.59450421963314
1020,7.41958801352795
1021,11.714026414458438
1022,43.32997185266781
1023,1.622222222222222
1024,43.838535280597284
1025,3.906801858499262
1026,27.752333606658272
1027,15.31051977201448
1028,20.28584041170392
1029,2.0241118079127283
1030,22.13328405646513
1031,6.956622382637125
1032,3.689490127138936
1033,15.132300870608711
1034,7.735642994389937
1035,14.645822773755764
1036,3.35959719616304
1037,2.9798250092033722
1038,43.70868422778316
1039,26.243497837585227
1040,1.6876008138714012
1041,31.000786308311817
1042,1.9293447509844774
1043,19.951238018625308
1044,41.05574051790492
1045,17.333996810997192
1046,2.0234896063539174
1047,5.933942390880569
1048,4.203418959861343
1049,3.72963186116843
1050,45.28547371491856
1051,20.575657506834474
1052,16.796432853798127
1053,7.667237377423004
1054,14.396230913284185
1055,4.668668520653879
1056,7.645511157525177
1057,9.912489881958889
1058,19.910880983995707
1059,6.24542765180324
1060,39.179068233680916
1061,10.934182123135782
1062,22.179241892193346
1063,7.728196102265071
1064,9.023025676561643
1065,45.97026761158558
1066,25.5504781731542
1067,17.46234890340624
1068,19.800922552583458
1069,14.507397240532516
1070,9.823130172898365
1071,21.625655710040213
1072,12.777428042045225
1073,44.57200029729929
1074,6.978831942334094
1075,23.906174675317658
1076,12.553514997531046
1077,16.376540618381902
1078,12.156653708449182
1079,7.820439526496616
1080,12.155677923863838
1081,39.17418024234268
1082,11.75568248801893
1083,4.529113933922992
1084,4.735177258067477
1085,11.291090214114597
1086,9.223330249416295
1087,39.86229713697
1088,16.977464487183312
1089,19.669801267496496
1090,27.242968712086206
1091,13.512015534378389
1092,23.975445446857034
1093,3.801266860798819
1094,45.61848580636635
1095,4.7751558057371915
1096,4.641165372954021
1097,20.418645091264207
1098,5.130427669398413
1099,18.621983876663478
1100,7.223751186155254
1101,15.70804346900621
1102,17.59851543624254
1103,8.261313551043406
1104,37.334265075254784
1105,3.6484856437517683
1106,2.7595967553221414
1107,4.001544895208483
1108,6.396239487421482
1109,43.21873554721564
1110,9.044879122841623
1111,8.489849916325667
1112,32.26260532060932
1113,12.332469049650808
1114,5.444839738059599
1115,7.68840923438662
1116,26.17516706188677
1117,7.756168810512359
1118,13.77869872135045
1119,25.352633510723823
1120,1.777777777777778
1121,4.576799602164453
1122,5.951323530569681
1123,10.779778832792422
1124,12.223470172960107
1125,3.0464916758700387
1126,16.326710865844085
1127,22.422196904923123
1128,18.955086658825252
1129,9.956622259208471
1130,21.02182134937233
1131,19.794827289295736
1132,16.217074440195287
1133,8.129459335836199
1134,36.8877037079578
1135,11.888721389208593
1136,15.92972605091789
1137,17.55169724718957
1138,12.001538814123958
1139,6.709816245776222
1140,2.6210209135359275
1141,24.22279383956752
1142,10.572291097510123
1143,12.66750267550985
1144,7.3564007505311295
1145,30.261574979583006
1146,3.665835950744067
1147,45.10353978070534
1148,23.15478429885704
1149,6.249108367626887
1150,45.482128113513355
1151,1.8040416406074844
1152,10.801042549249656
1153,46.63699928505337
1154,7.308012361969239
1155,8.507331389956352
1156,46.129821596905124
1157,16.868209448194346
1158,14.74814059023262
1159,27.528021026094684
1160,3.818645975237483
1161,41.95170531973129
1162,16.328534818413292
1163,9.06417573035098
1164,12.821562610220129
1165,28.42078019698184
1166,26.487999535662386
1167,16.398778191795607
1168,9.464215902438704
1169,14.35909828221062
1170,4.760174101299615
1171,27.219345003019303
1172,27.021540745615546
1173,8.977919134375389
1174,10.289182405805862
1175,43.19277799754016
1176,39.886387144198
1177,42.23797087717324
1178,28.55161945312079
1179,5.551139320892353
1180,11.891596751145922
1181,6.7112211887059665
1182,6.935724350709071
1183,12.598638984804213
1184,19.3949478536942
1185,42.437103187234165
1186,16.400652684792888
1187,11.22329328078688
1188,3.735340467604285
1189,14.290428593580602
1190,23.5718644937069
1191,8.91341665230589
1192,5.888568835589131
1193,18.781670861356044
1194,33.68435470792947
1195,18.729961266973348
1196,9.842999551978977
1197,7.735340467604286
1198,10.887999835231962
1199,12.356933899185147
1200,11.817216449135623
1201,40.74874505317739
1202,45.99781213328483
1203,2.024573941415886
1204,13.982097823201054
1205,21.839277111684858
1206,2.9999267042758846
1207,42.46060479160576
1208,31.906358716568747
1209,9.490394055929864
1210,6.933662038013653
1211,15.176049731957491
1212,4.111561930091252
1213,42.12530642967956
1214,19.780900335059666
1215,4.129438821730439
1216,6.399187108816864
1217,41.55211596377044
1218,1.9352229190238397
1219,10.667246367389696
1220,18.00242834590319
1221,38.42114281541843
1222,46.99522792321325
1223,44.74777434144858
1224,13.446996839272874
1225,15.86596525395281
1226,27.724416264739535
1227,17.596060416828678
1228,20.069497780532583
1229,44.859289899907075
1230,47.617011315255084
1231,17.35422205132731
1232,26.421670960619636
1233,13.510779309233548
1234,15.903339792570224
1235,23.402589921227232
1236,14.355639598761755
1237,18.93221102401467
1238,5.602001158641206
1239,43.61761465599379
1240,19.376663902074807
1241,47.08267928043873
1242,9.4445571266337
1243,20.68772260651137
1244,26.570101895864145
1245,19.194257180664888
1246,13.130427703012293
1247,21.461359814400044
1248,22.60047419552327
1249,38.059972969904074
1250,9.619148486431648
1251,15.13439012357776
1252,22.665949916031163
1253,5.001539614924733
1254,16.755494876592646
1255,23.4817272195604
1256,12.045352383958615
1257,29.283922514282413
1258,8.617855816180178
1259,25.68821545361174
1260,48.35247904982869
1261,42.9980962510037
1262,39.97209790541583
1263,5.710317844264257
1264,7.4162899215039095
1265,4.7517504875138545
1266,23.261253747360094
1267,7.137424631456831
1268,18.178337318913208
1269,28.485402188703965
1270,14.063288106195369
1271,15.617253696206046
1272,4.045357464176854
1273,18.467565560586078
1274,31.042701868003576
1275,3.7510260733602467
1276,19.6462477468717
1277,11.01932604251324
1278,32.28327202878502
1279,13.907143295600646
1280,19.352977290231514
1281,4.756980063565293
1282,43.90786105532617
1283,36.17910426527975
1284,41.44189476618991
1285,41.218329727676206
1286,30.925105653878507
1287,32.15342144008605
1288,9.443925284485621
1289,17.88169231873637
1290,12.2894735853843
1291,9.415817872882887
1292,2.9789058464180216
1293,22.3293463315807
1294,21.042557046455567
1295,48.37238916186201
1296,5.930670568792097
1297,18.68569747132588
1298,12.219306865025045
1299,0.937997256515775
1300,46.28468921527984
1301,12.599420494664715
1302,13.244284580991385
1303,4.734388284803866
1304,5.244535720368237
1305,3.7566342068230427
1306,45.97542854824756
1307,18.26915633112845
1308,12.48867073775018
1309,13.512079032251004
1310,47.438065284432945
1311,6.20005117876915
1312,5.7124899871733845
1313,46.530478556291804
1314,27.176330128028976
1315,24.1333060170898
1316,48.28418441467284
1317,4.689513752651492
1318,6.488861582738723
1319,44.372557057819066
1320,42.32970706278348
1321,46.01622375471324
1322,11.152420386461799
1323,46.4181472440324
1324,45.64142999834398
1325,7.001056973383822
1326,3.5356455373221114
1327,12.666321484344744
1328,20.087453541351294
1329,46.037948632692206
1330,2.531467195044622
1331,9.659272836916356
1332,7.483646164403637
1333,7.666776766462257
1334,25.314149498042436
1335,20.12813898003928
1336,24.460591272863542
1337,13.149867531708466
1338,30.59805517827572
1339,12.689226000324231
1340,7.199227368650939
1341,10.353243146602331
1342,9.292928533007984
1343,23.708541919060895
1344,12.356765509162237
1345,45.26553470343051
1346,42.64038244932928
