,N-step DQN
292,4.046451578715396
293,13.861151945548421
294,7.690435896868133
295,14.51098106128709
296,6.468510074013551
297,11.246168328331283
298,4.26421992637259
299,5.445858383693149
300,2.223798739214225
301,6.265100230216331
302,7.510801532870814
303,7.687991339774968
304,1.0491083676268862
305,12.222386752449673
306,35.11061587050831
307,2.7771143607337008
308,5.492118344241243
309,14.641286968243472
310,10.55024335366371
311,10.133027924677585
312,5.774802566038884
313,16.287773286666862
314,34.50820183585265
315,31.01965879184124
316,1.8907784745793954
317,7.79734378717132
318,1.979667363468284
319,12.3967767200167
320,2.6907784745793952
321,5.597370141852674
322,2.5071118012217166
323,8.865968729634789
324,7.862301165642284
325,5.979306938037714
326,5.839630870823827
327,9.197777871442847
328,13.419616143043408
329,18.600681002456522
330,15.707228288307883
331,17.54913863750189
332,7.907538647482711
333,5.621607150970113
334,1.9287218556280663
335,2.4889289860435317
336,12.97255363262012
337,16.51056920191778
338,14.369621602243045
339,3.1280459235844265
340,9.579109088459179
341,24.435794569619485
342,18.84439980269292
343,7.002529233753994
344,3.552041728486133
345,37.328341419056805
346,6.978420517094069
347,6.290417955032582
348,14.844444571192554
349,14.534243979942076
350,3.149695441957685
351,6.535386540388674
352,9.20278158694128
353,9.285913434375722
354,9.644185347866776
355,18.04289198505161
356,11.600098988823767
357,36.26430976236495
358,4.576624883092579
359,18.46659380384711
360,5.422664178854146
361,8.575466270722938
362,2.7081766245104144
363,18.044421155181762
364,7.180389654782813
365,10.130930486887788
366,24.752445658372654
367,3.663538867444703
368,7.311883050339699
369,2.024573941415886
370,7.890394764307084
371,6.513936250158414
372,21.971931913238727
373,10.714195961817634
374,19.221429610142078
375,10.019763856395668
376,22.26093595538973
377,23.065487409652057
378,0.9294177018851116
379,1.0404558620955886
380,1.9094850478945544
381,9.933918140424385
382,24.83899361886255
383,21.021972339420778
384,9.353434723585927
385,11.377340671302722
386,14.151503544622237
387,8.445898470902142
388,19.71488501101492
389,11.37565695731483
390,2.620978926727592
391,7.4030396506138505
392,14.172916661408427
393,5.913112269752317
394,31.063286180908836
395,7.621629734154407
396,11.038232906738791
397,16.269324735441987
398,10.864497935324309
399,39.062212345368614
400,39.63989102107832
401,6.044328970513824
402,33.775308317649916
403,2.4660447183419505
404,10.312640985851832
405,37.53333413413418
406,12.459549082327017
407,12.662308030224791
408,17.839461061699204
409,3.19734321108851
410,16.93077932432005
411,3.8635476386927863
412,7.952312840273718
413,15.421833079319594
414,15.890160691139345
415,15.460839934152224
416,11.24529318770075
417,34.840343872382924
418,5.444424348554859
419,11.374208783108557
420,5.376894361157376
421,2.7579072747492197
422,1.6836014791399825
423,4.11276093533329
424,19.550920196140837
425,4.512535618661588
426,38.729946077749105
427,17.665831194952624
428,3.6234896063539175
429,12.114239550040315
430,4.596867105171967
431,15.59282973961643
432,3.9101329354977867
433,1.2907784745793953
434,20.328239084867022
435,1.665465357980372
436,22.440885077024696
437,12.060666828472607
438,5.243822496119729
439,24.54876516887859
440,10.733287157162655
441,22.374496894043524
442,5.976880228663104
443,17.37532196821241
444,15.396082986948363
445,2.5987119249825126
446,23.97195627126796
447,10.530586836792287
448,38.68200038742689
449,4.353772859830668
450,27.92753818108715
451,1.7505871446050443
452,4.015734159470023
453,20.99630596422921
454,0.9542674805380679
455,37.06079673706695
456,11.221510943156064
457,6.261179814031563
458,17.578305631701344
459,2.867934050798362
460,2.0234896063539174
461,7.888199686255822
462,30.726549889134887
463,7.245029365469994
464,38.26072098231658
465,11.196378435360858
466,2.9310211293445554
467,5.4896779975590455
468,34.1350001936389
469,7.358728556720464
470,9.928575466135284
471,36.84347776946075
472,4.801539614924733
473,12.024264642304379
474,36.95072831224367
475,6.862978479524362
476,13.596410231636954
477,27.39637002187016
478,32.17393533486369
479,2.066362178898597
480,8.707489737415065
481,12.72583977938181
482,11.504902662563431
483,7.666685797378401
484,4.531021129344556
485,17.690267334902636
486,15.644075079901393
487,8.980695757595907
488,27.25438542051264
489,38.93334435662013
490,12.892345774686808
491,10.689812899159799
492,1.1293447509844774
493,3.487644259798328
494,2.6432431357581496
495,1.022959237243645
496,13.46549822544666
497,40.01541556170648
498,2.598797963851418
499,9.573316701694356
500,3.3596756679143662
501,39.644160191082406
502,14.950620000113615
503,10.131965935046251
504,29.796701380717803
505,14.84512849376506
506,16.201148983147796
507,13.637044075157686
508,32.53163600657052
509,23.17629416097013
510,24.93136306886634
511,6.023761141800948
512,1.8690183858603309
513,2.4660447183419505
514,14.178561770828061
515,21.849417673849658
516,32.68449182170033
517,15.113272032575228
518,7.706344023064351
519,26.59237152064732
520,12.330718589962155
521,6.2608589677368425
522,23.087053399971023
523,4.490313837735551
524,8.913112166125755
525,9.551154805647663
526,2.422222222222222
527,9.998430634131909
528,39.13112150843806
529,5.645044974479811
530,35.54931021961884
531,10.443253388385175
532,32.619712260657195
533,33.75308583997689
534,5.33486863553761
535,17.99589227773664
536,9.820473990815218
537,15.176610186656388
538,13.68369095175326
539,6.929638254971913
540,2.5543542468692606
541,34.52862288966628
542,36.30468850993002
543,37.08492887510421
544,15.2232948521449
545,4.88575469009599
546,11.4876798038637
547,10.666529257913004
548,35.754000790269025
549,28.109865358561446
550,30.534105017396453
551,22.598467029636435
552,14.332573095826032
553,15.201073100868124
554,38.682709192818855
555,3.600687882915901
556,13.646667373368699
557,10.173820284636163
558,1.750268907689913
559,11.72787391481383
560,3.5315072371922103
561,11.22180092649303
562,18.466991311282154
563,6.290772234768474
564,13.863732319942446
565,37.83447038939014
566,17.50364326190768
567,5.22453453960725
568,7.5527322101685845
569,3.7570918641947912
570,24.639402310525437
571,18.310207699595704
572,16.7115766745189
573,4.863652567706404
574,39.72707266787117
575,3.3759109153789897
576,8.84508509294553
577,30.95224008329714
578,8.952640051225254
579,5.663060839408454
580,33.7724641144786
581,16.219661961241126
582,35.711617447927594
583,17.062367447936623
584,41.77773057964356
585,35.57469961686766
586,13.508652265809332
587,14.82097679164219
588,36.39821102454122
589,5.863531625344821
590,30.284073464358453
591,38.015001447481
592,12.907692357009426
593,38.77296628009887
594,16.198069977504836
595,17.868549629436323
596,2.73679563347027
597,18.53333413392555
598,4.046451578715396
599,13.954109097626688
600,37.56825128592437
601,26.663682847829513
602,37.63497274902578
603,6.377734328277388
604,5.13093554135528
605,13.022047400072223
606,9.504546939440324
607,2.885947988333405
608,38.61500309640018
609,6.711555574631426
610,23.98123195527103
611,7.203767615149902
612,5.333674615633835
613,19.94896969024154
614,25.151779744183127
615,40.01253309480258
616,40.021760804740005
617,2.846173881059192
618,6.264354462677889
619,15.31159968976163
620,41.263937224260324
621,4.641234552844489
622,17.97737450152773
623,13.577913059770887
624,40.14880867544503
625,20.572488882115813
626,3.863750602952719
627,12.37747055418446
628,7.199571981190518
629,40.35343440427509
630,8.927738986258692
631,16.532422295508397
632,26.4399549467834
633,3.511111111111111
634,35.372714337838964
635,2.4239109365875886
636,3.6408438106252126
637,3.084992951389618
638,3.0242694536478165
639,17.509109255330486
640,4.9084490419158815
641,2.821244046608898
642,5.225339937432602
643,19.019812037594487
644,22.64762632225046
645,21.331624970422514
646,7.330463160394581
647,12.848478794020615
648,10.438038519574238
649,39.54511749881134
650,6.817797312970231
651,4.270145575387421
652,8.975462984116383
653,3.2660447183419503
654,39.661222917834344
655,20.023910695396996
656,4.046451578715396
657,8.33379846894453
658,19.7775549794129
659,28.134088283527987
660,13.66193568144672
661,2.5532433515667776
662,5.731325412148177
663,23.641696165294068
664,38.70502483762844
665,22.73133228014327
666,8.311045180908462
667,24.5533806632895
668,37.394851958903985
669,6.908448255001677
670,2.670042160057484
671,11.996446467886832
672,14.909253340318582
673,15.553779995964613
674,15.748316447266824
675,40.5239165805362
676,18.68827889550091
677,13.727846444493784
678,39.773032034354735
679,14.41902571357787
680,17.215504019819253
681,39.66461504570638
682,6.845983364023171
683,5.110492901768272
684,35.796809782032796
685,25.994673674294194
686,1.0432431357581498
687,21.370229311729346
688,11.620116124521113
689,14.133493947212486
690,2.6484860850519287
691,6.574441646876363
692,39.10752758981313
693,26.793792491716857
694,38.86338340652376
695,11.22097039950658
696,35.86257185112883
697,7.509597430089613
698,10.135264981998432
699,37.262569400472
700,28.775829964476614
701,12.483945383321084
702,12.712017439569687
703,22.333530154801103
704,15.841221290985231
705,16.934415124138432
706,2.2904654058808913
707,39.70368757168945
708,11.043533984469219
709,6.4229805546603504
710,37.03591528151381
711,36.439128020652596
712,8.71315037790728
713,39.1245386564086
714,10.155393055649546
715,14.956021382076246
716,39.08978317966485
717,40.6186127826465
718,32.37794920584418
719,21.28436417710539
720,15.915502964367395
721,13.995429263077506
722,16.33368350543673
723,13.623293281444825
724,16.310897295814996
725,7.378077165130902
726,11.195469349997985
727,11.977929561915866
728,5.863991177032389
729,32.20266217461882
730,37.57456479215192
731,21.062353409491998
732,42.68226549262276
733,31.461394397281204
734,0.9824417009602194
735,37.88573907052791
736,26.64526485443426
737,18.6448293926356
738,21.736752503386356
739,41.28301078017988
740,4.022222222222222
741,18.886099963565727
742,44.70035015655605
743,6.2408947784754405
744,27.50502717189723
745,17.331413737139993
746,13.397377227367746
747,20.04414230424622
748,7.816405286362776
749,8.662917722698188
750,17.464354462650277
751,19.201220039833146
752,39.42088858148755
753,29.99530466692307
754,11.95241764042171
755,5.422122203842712
756,37.8659143408273
757,4.043242407563172
758,16.840620674251298
759,11.730246829589488
760,5.130799719248501
761,22.26088468948887
762,4.690465405880891
763,28.19736194198093
764,7.356635189865695
765,7.643184232915075
766,39.48002142704871
767,5.912089507865765
768,16.313163624648723
769,2.8020472314255946
770,1.0849003065400329
771,29.59668810914673
772,20.731027792374658
773,40.48130514572567
774,33.12632210079811
775,8.467424891535348
776,12.884588365049671
777,33.9764654565156
778,3.4938572998394
779,42.841705508451916
780,18.859640131882202
781,39.97021539585815
782,7.776498437162855
783,12.774862461534438
784,42.28762322858626
785,10.66149152309035
786,4.286497072540581
787,1.9130006968016178
788,33.066167472986514
789,39.61583960542121
790,29.928543300299268
791,19.838820806301502
792,17.977370060287196
793,37.59552994771502
794,11.466181154943506
795,13.153112164296997
796,39.947969543679754
797,22.575076761705464
798,5.930360576084948
799,22.53489890986452
800,7.748868209916978
801,24.70522464073776
802,9.909504369317364
803,6.555942105721561
804,12.596739376625102
805,13.082840732791299
806,4.841425065233461
807,4.6926666349312995
808,12.64049314465633
809,6.980803405958031
810,37.082675127690635
811,8.817108990750825
812,8.311561848745002
813,25.112180700797364
814,12.46520673372124
815,21.993067495486592
816,15.795472829974518
817,3.9075348641263714
818,14.239963684419722
819,35.22128766701276
820,10.221504383189487
821,18.376227301691145
822,12.574222429623173
823,9.401529983313003
824,8.440205925130215
825,2.575822177690324
826,9.505766722356725
827,39.66645865040753
828,2.867934050798362
829,13.484678451376967
830,3.447819937835262
831,9.155536947251246
832,8.62504830036023
833,8.04104406109859
834,40.04048960161432
835,39.53094513679817
836,30.73141333947779
837,24.019102280057176
838,3.867579686184945
839,14.970254214032161
840,11.548887069975738
841,25.014637886120425
842,6.818042844525039
843,29.954056738477682
844,17.08489250042852
845,32.55391233277535
846,9.374754785603589
847,23.618445568754566
848,40.547672944353806
849,41.86480959495714
850,14.59839281691336
851,14.378801883544535
852,10.777442031470018
853,13.374659679281187
854,6.573364957406724
855,19.15176334021895
856,44.079885852485525
857,36.61910785759659
858,1.7373749739408177
859,15.624758398291865
860,11.778198152319613
861,19.221883391120826
862,6.817735262711077
863,39.722021985919284
864,7.505011933184277
865,8.134404430584036
866,10.554204771670499
867,13.690267766775198
868,41.7973332910178
869,39.61438069840695
870,11.641241752497514
871,44.17713178980506
872,39.35190278989684
873,8.573872166947183
874,16.33323135739754
875,4.690428503813622
876,5.334461401973577
877,29.15532454091188
878,7.067466484203858
879,8.110775259179595
880,34.395269553403956
881,18.440061468711612
882,17.71310655230663
883,8.556862664065733
884,24.00044888876598
885,39.26176739259654
886,4.2197841689653
887,20.24552212395365
888,14.325400897785613
889,38.21782434426111
890,1.0491083676268862
891,21.082686262034734
892,43.10895669334203
893,6.7303588902641
894,39.50728136574908
895,9.39552252499822
896,37.992534449515226
897,5.5110986264233635
898,8.75891030882162
899,5.776162364011046
900,12.022941257786114
901,38.11143555469479
902,38.798486322608454
903,2.3131583425367053
904,31.014327836070617
905,6.53418212256182
906,24.04233395236312
907,8.949900358814816
908,35.6571858940688
909,7.286491084852472
910,15.13199536036536
911,10.42072702688423
912,11.75160425576744
913,10.131066401331797
914,17.26880977715088
915,38.978013072235704
916,14.667776568302358
917,9.620885079233958
918,15.134925604710826
919,23.5543019664628
920,39.486456482697726
921,6.998153755050377
922,30.288887832646896
923,10.825062568891358
924,8.974422236389454
925,22.24330173133666
926,2.797687796011222
927,41.820440167352615
928,39.198005406446434
929,25.507918601134385
930,39.97512298481857
931,3.884532123744857
932,16.838182880963714
933,11.553344295109536
934,18.888700280527367
935,6.845974777453167
936,37.24026854816501
937,37.155203140167046
938,16.02458437238737
939,38.820221049458176
940,30.265461878857344
941,20.466077463069997
942,38.3753144855294
943,41.749974427622035
944,28.28365306858828
945,19.824177155276026
946,27.929475138344166
947,3.8676294573866326
948,9.818142770732633
949,21.020447491305852
950,38.05795080643294
951,17.639198550039293
952,19.264461927229203
953,19.24550735442971
954,38.260488484173706
955,3.8682431836586693
956,8.912168220783581
957,13.064309175006489
958,42.192634382877856
959,39.444736646792755
960,33.65910775240103
961,4.690114955295225
962,9.35355448665434
963,7.221282823182749
964,42.41442477140162
965,8.95136368315613
966,8.685016163429301
967,19.774907474041637
968,14.956828739323413
969,4.907165892403885
970,11.771823934113996
971,38.37950002696196
972,25.113112166157464
973,43.150731631277885
974,22.571463528620374
975,31.34934142597555
976,17.777500423910432
977,10.75633495641799
978,2.77904499982184
979,12.97652160760944
980,15.84174157876493
981,17.866750822010232
982,32.66025475177983
983,3.1294373958340627
984,38.24382941490455
985,2.890618325503636
986,15.57716046683606
987,39.928047205715
988,11.712016750060446
989,11.332315738430744
990,40.52813775384724
991,5.507976069789266
992,13.331383458880774
993,34.35242350475717
994,14.242771944273155
995,16.52934239805121
996,39.131332272460455
997,39.617954208300496
998,23.393682632111098
999,15.620928617598047
1000,21.50782115662065
1001,39.174487734000365
1002,29.868999748901775
1003,42.265178575500066
1004,16.908149999467454
1005,45.72863917876247
1006,8.953804663137907
1007,7.487709825857184
1008,38.53133217469622
1009,9.423264879377381
1010,38.374531887691106
1011,38.774497815244494
1012,37.68313792928248
1013,27.665625786235456
1014,31.239808521000963
1015,19.647314997003182
1016,40.06189604425363
1017,3.625684108954643
1018,3.469464137797589
1019,6.640550148613582
1020,24.113509008540298
1021,3.1120653509833787
1022,34.73354119544373
1023,19.836952296108045
1024,38.81959888645743
1025,40.83802887316152
1026,5.7563610667771625
1027,5.529021609298864
1028,41.34985444234071
1029,16.712489440457244
1030,23.84489501823924
1031,3.8904241910931656
1032,8.934169342166584
1033,44.32615727687565
1034,43.59637764480807
1035,42.32751406509897
1036,41.06515282234386
1037,20.91515354045285
1038,38.21957960064275
1039,32.91121937491493
1040,36.88863145280452
1041,2.865051047777152
1042,16.933914936896425
1043,40.90800574716352
1044,40.30981961763211
1045,42.59763735179522
1046,20.881680966637102
1047,39.52997836099021
1048,24.311023862812586
1049,7.907986003880834
1050,3.9797796317649907
1051,6.9968658012071
1052,3.066401276562708
1053,16.52957621602151
1054,4.620290691562015
1055,40.731286949529284
1056,37.888981335223896
1057,37.92934366964588
1058,41.21736991010648
1059,28.464208664598015
1060,40.484322949405524
1061,14.420221168794969
1062,5.933559806951919
1063,26.459120302252757
1064,39.28622784043146
1065,19.936486029180596
1066,36.218943336163214
1067,39.37971105865356
1068,9.642442497060827
1069,7.845823574556088
1070,8.881096393222855
1071,12.182091034952515
1072,5.774652774174062
1073,20.446808734550416
1074,6.199043796637741
1075,38.929499645561044
1076,8.998393258422325
1077,45.03587236705072
1078,34.80430153694771
1079,40.72791612845824
1080,40.84443697864517
1081,41.89012099389134
1082,11.708454426323707
1083,39.773929949903234
1084,8.313468743508592
1085,37.9051316972788
1086,38.00000080080134
1087,16.30872247435774
1088,40.86353003902802
1089,7.756154581797265
1090,40.441144372660524
1091,39.84004657108765
1092,42.59640661854217
1093,14.551791643986185
1094,14.107159429324838
1095,20.422934861328173
1096,1.7098230360936235
1097,43.151784517242696
1098,41.549518443291234
1099,44.39808387678075
1100,9.24252729663766
1101,38.88806851139475
1102,40.68879580801457
1103,32.35170121808058
1104,40.79264933688822
1105,9.99253414838666
1106,44.68303239761668
1107,11.179778830964215
1108,39.21907251521248
1109,47.53058487624923
1110,42.753247123127665
1111,25.758764663886254
1112,38.77056835402928
1113,38.79495941214255
1114,39.99609921208216
1115,38.639685039173614
1116,9.773067676359805
1117,45.90530181763826
1118,14.446387051327811
1119,22.114189478900794
1120,33.10849973455486
1121,40.89171985908159
1122,8.23897208044795
1123,10.620221049693967
1124,41.26016971112694
1125,8.981146649317814
1126,32.683080451247136
1127,11.53369723173059
1128,39.35355359818262
1129,42.9754780944626
1130,39.397526855732515
1131,41.219472610677265
1132,39.90928661325103
1133,41.35578353719873
1134,39.817205686925796
1135,25.420930115358804
1136,31.462562288911442
1137,43.21734229106547
1138,41.9054947658788
1139,6.799993920743692
1140,11.221491532977002
1141,4.734092134963191
1142,41.81741501565335
1143,31.39980029677859
1144,9.800014719312575
1145,17.687231472326282
1146,13.179156548384805
1147,36.55839515536699
1148,40.597488374106796
1149,47.3752233176676
1150,6.862602795331762
1151,38.83753049822411
1152,18.640224586888877
1153,22.30642557625777
1154,16.085708477666127
1155,17.934181901503194
1156,21.549784548353482
1157,39.820152039255426
1158,9.733423382780721
1159,39.12844212972835
1160,13.622108808201407
1161,1.8907784745793954
1162,28.467608974063165
1163,16.577735917526297
1164,36.44836901558692
1165,26.599291835578494
1166,32.197466804173274
1167,38.53333334722047
1168,6.998702433304288
1169,40.621609934178615
1170,31.420718067056626
1171,17.26363904619055
1172,17.21779896882223
1173,35.58083834968197
1174,27.63991141555521
1175,19.84500672416468
1176,43.28322072304809
1177,44.524959695531834
1178,17.75026271586068
1179,15.864260632984358
1180,11.534273513616219
1181,44.325610417631665
1182,5.661345725935994
1183,31.90539576675051
1184,21.22091490707203
1185,4.1067543459670794
1186,17.73131653037773
1187,41.46298810054118
1188,45.48377010310706
1189,17.53050666893204
1190,11.863375927085725
1191,43.351851555443034
1192,7.532907252787046
1193,7.266194857117486
1194,25.709066486334933
1195,10.153112164295667
1196,30.089313422742734
1197,11.266186312928562
1198,1.797687796011222
1199,37.924273099734414
1200,41.57111708680566
1201,20.443160731855414
1202,30.413111561795663
1203,2.933708480820813
1204,14.687332614674936
1205,44.48514749289899
1206,47.03539980876171
1207,24.993935851213063
1208,4.97102708573075
1209,16.21755569230992
1210,43.90494928684375
1211,14.863731077758768
1212,47.37340563091162
1213,42.77300317042201
1214,2.0401312013286836
1215,6.024223380863428
1216,36.001330182287845
1217,10.041623823157655
1218,41.51289708112618
1219,45.128842022562395
1220,46.884713730060206
1221,43.08127476423881
1222,25.023011364046468
1223,44.95325744886384
1224,44.97060687587969
1225,25.24313656341271
1226,2.046796163638108
1227,13.572129053381374
1228,12.979151522627868
1229,42.93130572043651
1230,41.04107321976915
1231,26.021517206350506
1232,15.947862594936321
1233,17.690417828693942
1234,25.39898832171127
1235,17.113280217161403
1236,12.447327088925134
1237,43.52578677199218
1238,7.110992657998864
1239,39.95442460042059
1240,2.73679563347027
1241,4.911002875288235
1242,11.360518580767557
1243,33.192852468886336
1244,31.283273994327207
1245,3.77516108602093
1246,9.313112164328713
1247,26.838562413344356
1248,35.26565925233275
1249,26.86498533808549
1250,4.024229356493174
1251,24.684232429666714
1252,35.152557763521244
1253,46.19056592734133
1254,15.91248944042189
1255,3.9110127431407835
1256,22.821967700054593
1257,21.37926392769531
1258,23.17888293870719
1259,34.2203034115053
1260,41.616442480947896
1261,32.76669871591353
1262,47.0587580019554
1263,42.57418106652541
1264,30.86379088406385
1265,42.27954633222177
1266,45.24134908156325
1267,23.086208092583384
1268,35.72526438428325
1269,23.37615426398001
1270,44.28480281064992
1271,2.0241118079127283
1272,19.017239223535892
1273,7.112640087102517
1274,33.64452843732091
1275,15.816862215702038
1276,31.394467267120998
1277,9.023293281446309
1278,15.134000134957569
1279,17.773594263811557
1280,27.284560633014628
1281,28.200486978541562
1282,29.28937458795641
1283,40.057049402072764
1284,11.023761036349805
1285,13.196102370407592
1286,32.932484422587294
1287,41.910033664732524
1288,44.08489234317323
1289,11.977692215134278
1290,46.411412897868374
1291,19.710304908730123
1292,20.913117444580738
1293,44.927038904676884
1294,38.57523947641346
1295,7.3353344004063405
1296,34.04540796076949
1297,47.30637405479115
1298,26.110344362619088
1299,5.907986107507395
1300,14.374369478166019
1301,9.28807476546036
1302,10.290417940763323
1303,39.64204714841164
1304,43.993306468541725
1305,8.928052963868605
1306,15.507805619438114
1307,10.198891877076845
1308,20.576044035031813
1309,15.108162811832509
1310,24.21480898243752
1311,46.03967521810219
1312,5.22625633387232
1313,45.01399046530816
1314,46.28609745377481
1315,24.6904350343501
1316,21.776502455128384
1317,28.865583168624795
1318,47.189559581260376
1319,1.8620564142421479
1320,47.27990519767316
1321,6.574020453877137
1322,4.823277173692755
1323,22.333925707009865
1324,43.01725200934804
1325,15.777543695151241
1326,11.086058393666796
1327,19.110400239737384
1328,25.462290857161307
1329,13.126292949283162
1330,22.421226095563615
1331,48.388730434401225
1332,26.869767403376358
1333,27.043578677028165
1334,2.9576027869811496
1335,44.77324225783408
1336,46.067014130473524
1337,32.82147051485426
1338,44.704082974426186
1339,14.290697955859219
1340,32.94689583643533
1341,13.00153881412348
1342,47.79488082604097
1343,40.859532750339135
1344,4.443460812665618
1345,19.533762266289585
1346,41.12955886819788
1347,20.15266317087143
1348,42.62190605257101
1349,46.4622345128374
1350,28.48684249580351
