,Double DQN
387,17.378820328851376
388,6.867745445430812
389,2.7798250092033725
390,6.927284014111475
391,15.549224417500538
392,4.087040705445759
393,10.556933930857218
394,8.530398198577664
395,12.089309263426196
396,16.39997888456266
397,25.148728137242124
398,6.687334599313841
399,8.933985129517144
400,7.244431313745397
401,1.711111111111111
402,7.2450935034097474
403,25.999563068064923
404,7.087165257212465
405,38.48660550777256
406,24.55356238320454
407,8.089167865963498
408,2.848803879858817
409,20.88681619418499
410,8.890889943903533
411,15.065552670586829
412,7.355778481895901
413,20.79605924183892
414,3.0464916758700387
415,12.59987894581771
416,40.59113633005129
417,16.797037454642297
418,2.1346005553773955
419,20.416749521678735
420,3.22102018534095
421,12.801362060175885
422,7.825084659606542
423,23.400923390711842
424,5.486147385806656
425,1.1373749739408179
426,2.5320872843582327
427,14.933239563135194
428,22.133529224252175
429,20.528613221664862
430,21.57477310179259
431,32.835856684013976
432,7.003462262505589
433,4.82265894394228
434,12.246335063673635
435,2.8457113081948773
436,26.75384934676064
437,6.555801958768999
438,10.86737881779562
439,5.178844699033062
440,12.817329836982672
441,22.97695531670195
442,7.890734233663965
443,3.4885443039661768
444,19.133411752682484
445,12.596542878073926
446,1.6431563694269566
447,5.803048554252913
448,14.62004111584255
449,8.773080877494282
450,3.646020961436447
451,14.288519995057134
452,11.772455250509761
453,6.596049262553951
454,10.06717768654777
455,9.641159293697715
456,10.505600943947039
457,13.086949858835244
458,6.713560795431196
459,16.664811388010357
460,1.6210209135359275
461,15.68441978474886
462,11.12885590124929
463,3.2716350776171783
464,37.08142191195596
465,11.331939888390036
466,15.216123221873639
467,32.63786356266857
468,1.6876008138714012
469,9.59690362775241
470,1.933448065613905
471,10.839603725922707
472,1.7320452583158457
473,6.577778576750346
474,13.839977842149391
475,5.393528656041301
476,10.844404159806318
477,8.799673829939605
478,24.378684158919103
479,4.822222222222222
480,4.756623269144547
481,7.5537839882120625
482,7.64103703816244
483,7.154207134868074
484,2.39679979768328
485,12.156943242488222
486,39.43929148947614
487,32.72531162046305
488,1.688266940564173
489,17.1980961119813
490,4.5131583425367054
491,39.13087063640329
492,6.578834713738012
493,5.840004242241538
494,14.934862273138394
495,14.220248304544128
496,7.49046531175714
497,20.97626549752369
498,6.536143435691818
499,8.493202161538607
500,14.778338020599444
501,5.268373373968581
502,3.108194485281641
503,8.153954271772795
504,24.044886089645246
505,4.55539528251073
506,8.57706126297069
507,21.643569161519732
508,13.369548905772325
509,2.9084944193542634
510,11.711555090195231
511,1.9130006968016178
512,20.641527312984458
513,12.132156885115446
514,15.019778830381906
515,1.6660439435714915
516,6.466266747725586
517,6.440824931085017
518,29.15523706057585
519,2.582746188728289
520,9.956140482075533
521,5.730663378032167
522,8.447197561323502
523,1.75493360723084
524,10.360531858879055
525,23.529032865731168
526,34.13018191580735
527,8.689956517099274
528,4.979771745658251
529,11.359528070889636
530,2.757445141246062
531,15.20042907744087
532,1.9818189775443635
533,8.310881653623424
534,7.578358238397157
535,7.376619323068463
536,18.73298019953399
537,17.266420967766017
538,28.684874372223632
539,7.529505432479609
540,5.39586437173438
541,10.777433894506803
542,15.462097298790013
543,5.796208038142376
544,5.756935126963835
545,21.70873535963671
546,5.310553519974041
547,12.756462213168913
548,4.260174578203148
549,11.977915721427113
550,9.578578346254037
551,12.310358658303777
552,15.932846373636618
553,9.488287158283903
554,10.002023650339874
555,8.911710137820405
556,12.709665014430634
557,31.415530772678444
558,1.9579072747492194
559,4.600004001521511
560,11.755539925712096
561,7.421988124997232
562,15.357100011133998
563,4.309154685044173
564,21.400112341034596
565,11.352269902464384
566,17.886843187755744
567,10.088984954961678
568,14.666750157047613
569,11.689805339482755
570,7.6197787968436295
571,3.818234779607579
572,1.6613792569177603
573,3.0193055963927526
574,33.729714686847835
575,18.8660065897559
576,5.733784303675445
577,35.400651023644315
578,15.510318967992308
579,1.6660447183419507
580,10.313204792297856
581,7.512202635255896
582,5.598556847101614
583,8.262134774495264
584,39.62229128552611
585,9.643200374905172
586,1.9157750342935527
587,8.779819728710521
588,8.217089247375837
589,6.732103749436613
590,20.04356179756094
591,6.644223560429617
592,5.8179969748717575
593,4.623922980376353
594,15.576370254004761
595,10.13404548777258
596,1.891240608082553
597,1.8690183858603309
598,9.21937018381449
599,5.734400254588619
600,3.1993772761244306
601,4.818843989173987
602,2.1304125326268064
603,6.892981199221957
604,36.953397239029066
605,16.242682271528412
606,7.5365522835719805
607,9.599393504031692
608,3.487686852740307
609,16.462115326647584
610,7.775114921668343
611,13.310322860801314
612,10.826271530503545
613,4.551809015187326
614,4.112656006319594
615,6.866994505172296
616,31.039572501323338
617,5.172487338075514
618,35.683117861759534
619,43.34814714568751
620,3.290424191093166
621,2.443155545797522
622,28.21655720063091
623,5.58125416968506
624,4.538043329300164
625,6.8151949848143785
626,35.70355266296541
627,8.845803083122533
628,8.488418484329426
629,8.82285852281395
630,11.105948979591572
631,2.5818189775443634
632,9.82471512992378
633,1.75959719616304
634,16.55563975470309
635,8.2010975118272
636,12.71059398433199
637,11.289489228860255
638,1.6438224961197283
639,1.819667056173686
640,35.57230557978523
641,10.778227685750592
642,3.775425476634357
643,4.7771089001653735
644,16.686380464098775
645,8.356054239881324
646,8.131124763534427
647,10.313721723851923
648,3.2876008138714012
649,17.35330917351871
650,12.245501440232784
651,7.57147664741887
652,14.221416274828915
653,15.156451730943195
654,7.266847856749048
655,4.405014483734901
656,6.155193371222651
657,8.246218714034072
658,10.223647695746994
659,26.88448496942273
660,9.797514095247564
661,13.662908960122031
662,5.933074129475782
663,7.26522125282985
664,2.5993780516752842
665,6.178073872667532
666,6.691061919322992
667,14.866335858284602
668,8.689415402242826
669,8.526421047434656
670,4.333818600471656
671,10.576755546689956
672,7.930123886957875
673,18.49093824606113
674,2.711225402716555
675,8.913112176596185
676,7.68933981289658
677,12.533952237423986
678,19.913447969431964
679,9.089982707950902
680,6.511735279527141
681,5.956476332553038
682,6.511531617347001
683,18.92874966150424
684,6.622346660282877
685,8.468130783954992
686,4.024229356493174
687,8.890889943903533
688,9.223346553815096
689,9.243198945898664
690,9.423839331393683
691,23.575899740569806
692,4.004704020337085
693,32.999071688163205
694,6.268657215342143
695,23.637411645867676
696,24.235834152722564
697,7.3313314672877565
698,6.95594985687517
699,4.106002284903934
700,4.999721860233352
701,2.6406876552866176
702,7.97365327773071
703,31.949947866415144
704,7.621264600172978
705,9.75708460745829
706,2.8629098775088404
707,1.2463340301349508
708,8.492410256117262
709,14.332367267433005
710,7.6895289749863185
711,2.647819937835262
712,5.468046238074947
713,12.468552386011387
714,7.754008043312154
715,6.2905783690020955
716,12.641199420651564
717,9.179167491582229
718,29.80043263114811
719,6.777755697577128
720,5.602392603262512
721,1.0196670561736862
722,1.6215994991270473
723,4.112650726035844
724,19.000047264671863
725,3.778838009533003
726,20.106985357158873
727,4.773883453961091
728,3.532406562953329
729,17.06760128035208
730,8.578469215645054
731,1.8262638628297068
732,7.486002188702824
733,4.202132741806228
734,12.025377840754977
735,4.376218748511866
736,5.890890742876101
737,19.11085975033377
738,9.666966971548526
739,4.996105676183314
740,2.443201148949814
741,4.884065861637011
742,16.643125184298043
743,8.555882534894959
744,1.8653785916491792
745,28.88139418170245
746,2.6479067445813813
747,16.19926730059516
748,36.47647871855422
749,7.262667818778251
750,1.6438217213492694
751,6.331742364550351
752,11.620513334465201
753,4.045512072654828
754,14.438863094374325
755,16.3504323937408
756,2.350268145806649
757,20.221680160983123
758,11.753705193326988
759,8.512383496853076
760,6.219824338675971
761,15.535945681766743
762,9.578544629883469
763,10.13419784540733
764,2.846491675870039
765,3.1565097845094283
766,23.508560953258247
767,2.9126876281031135
768,37.420173231673374
769,5.203501265768221
770,5.019023088849524
771,28.442378219576074
772,5.179157349186058
773,2.821244046608898
774,4.795495413770997
775,28.509352594246653
776,3.626257209675017
777,4.801535302204278
778,2.9349098503253366
779,21.822482339398935
780,6.777722740403453
781,23.197808400485897
782,1.8929305294963734
783,5.0676251216974455
784,18.658020934268354
785,20.06555002303734
786,6.688704343184423
787,9.927835113173238
788,7.001529067560343
789,11.173207819495733
790,9.621251595387864
791,12.974062315992473
792,4.156468575073834
793,9.87103207767962
794,4.046451578715396
795,1.6660447183419507
796,15.26592063046742
797,4.025427174735056
798,7.512489567041808
799,45.10685654353693
800,7.12943903750247
801,1.9130006968016176
802,5.531778219638837
803,6.115768967095609
804,19.01685513769725
805,1.7379972565157749
806,23.0430044503628
807,30.39678687284378
808,16.510687239472208
809,8.797078580901768
810,24.21821930216919
811,4.291189913245249
812,10.510576679944876
813,10.729424386056692
814,10.737382641351566
815,5.865107202395585
816,7.27081213638966
817,16.797340878374357
818,10.31136040934183
819,3.2459797466487212
820,6.17811763957432
821,8.106257739617082
822,5.441510229354924
823,2.934909850325336
824,16.3704848866774
825,6.554311910293627
826,2.9506201268077525
827,12.821146603019397
828,8.248757820929834
829,16.661317080741515
830,3.064221337062245
831,7.556463446452299
832,13.045014923984589
833,12.176635995387604
834,21.70805667952322
835,10.023293305043023
836,16.934375879123547
837,2.8467961636381087
838,2.6879521484932494
839,7.133456592783596
840,11.46775940081185
841,16.842263913356025
842,10.51199248247141
843,14.042623289929015
844,12.310179746800978
845,27.555324896748893
846,5.822831279769458
847,4.818668465381955
848,7.734046062178803
849,44.19059201808925
850,20.066959765216144
851,29.375760953067854
852,12.021741251626754
853,25.97647273900792
854,16.93383242062092
855,43.10667134618075
856,4.979307687748202
857,8.133560371769864
858,4.241910096802254
859,43.64169632950189
860,4.709057904055772
861,32.90795187628902
862,2.995470942515951
863,8.000955317970892
864,10.600906252115838
865,3.9960235713474774
866,17.48747145776935
867,5.377541871627196
868,7.444888813308069
869,10.484060267911605
870,11.022671956131006
871,2.5759116394890667
872,8.685273429134668
873,2.5987986913137053
874,9.462633260444017
875,10.197160763320731
876,8.441158864919153
877,7.646490888955834
878,13.689459480312827
879,15.065740532779209
880,16.330400122232632
881,7.755641146771208
882,10.734413724016656
883,3.690618325503636
884,21.66581819569887
885,24.755884154780567
886,41.47658947431038
887,8.329599104253091
888,41.94614853917593
889,19.533187722845813
890,23.354589521749
891,15.978362274461265
892,33.615178139214414
893,9.15669966398046
894,10.599837733041557
895,7.7996493358209795
896,26.05699399298884
897,11.600112811208758
898,13.689323013807444
899,15.111667341473888
900,4.045357464176854
901,16.91122387183748
902,6.595687269923615
903,11.466546634801302
904,20.881710374431464
905,12.375700500861699
906,8.555505059999177
907,41.511715710934794
908,7.000350473190562
909,13.756643708374375
910,15.02279281043851
911,26.173480404773613
912,3.4690183858603305
913,9.689110133275653
914,33.11196340614664
915,27.666165722043655
916,22.130471056759337
917,9.333904985793811
918,21.92832188962639
919,19.48081201634759
920,4.668708617808521
921,44.54113106438302
922,8.00104288543723
923,9.953150470526431
924,12.53672590373918
925,11.594166540765453
926,13.682635234619262
927,13.112640220279467
928,11.02068856755913
929,10.578104795077541
930,8.417336483420604
931,9.311545789508562
932,4.045868952454182
933,19.242894875261094
934,12.646445497634986
935,4.668668520653879
936,4.2882200112764846
937,6.930670477223899
938,45.54653066959339
939,13.508441915177471
940,4.001535302204277
941,5.867574259043247
942,13.75500363626555
943,21.90989970701988
944,6.041774489143281
945,24.572847924067755
946,4.797690985849763
947,4.509657280464549
948,6.153677283560277
949,14.802446261264485
950,27.377842502850655
951,11.159803416054915
952,14.06711158622176
953,32.391076424421776
954,13.514623233198638
955,15.913112164297008
956,17.774185107610954
957,3.1570908577598327
958,43.72701594594372
959,1.8690183858603309
960,9.9337572578097
961,8.336702759522094
962,5.734391672519925
963,8.663047418366874
964,1.1293447509844774
965,1.776576469091483
966,9.932976212926679
967,3.2459893396529274
968,1.0849003065400329
969,9.819087238927075
970,29.88404222283359
971,10.509558532125821
972,12.438555348810253
973,12.178685370150271
974,8.3319473651086
975,4.862681376148245
976,4.137374532640205
977,10.377771696724427
978,4.000630256680647
979,1.9356850525269975
980,22.64240819694248
981,29.13146000815229
982,6.493552025157125
983,26.10616057375623
984,2.848803879858817
985,3.8676292954694294
986,10.866906819796867
987,4.000914031521152
988,19.31197756579006
989,2.7572849921703027
990,13.552724876882504
991,3.993511890927716
992,26.820761992545503
993,15.733433402580044
994,3.201535302204277
995,15.270707315444346
996,7.756268284401025
997,12.907458594386746
998,5.845361695807921
999,7.083841387199099
1000,12.644569608021836
1001,4.062772155063772
1002,2.8228234604722693
1003,6.711358520268996
1004,24.74868014773432
1005,16.618464515435672
1006,5.86819573281036
1007,4.600914031521151
1008,11.270028861471662
1009,5.779825009203372
1010,11.909245652095366
1011,1.9589310489463732
1012,2.7524764468792897
1013,21.12912588058966
1014,17.44573336730179
1015,6.734862289962704
1016,16.485055614802533
1017,44.26437864673095
1018,11.93513575418376
1019,14.951527564527279
1020,20.1765710792661
1021,9.953376220379372
1022,2.5537735894498077
1023,4.179523067247456
1024,5.601529160259936
1025,7.467153713487013
1026,45.90539272632927
1027,3.8236471710688837
1028,43.589025581824075
1029,1.1293447509844774
1030,8.421597953551649
1031,37.14764234957696
1032,15.196091639559318
1033,13.178844478521235
1034,19.577861864910645
1035,11.156052262489673
1036,28.24286422095866
1037,6.529062348975157
1038,18.977645977603206
1039,5.890427808467615
1040,27.93121194898218
1041,18.977710489240938
1042,3.735340467604285
1043,12.154130234955181
1044,9.313112164328713
1045,18.75577546352792
1046,3.557947371903863
1047,17.68856341226125
1048,1.180129496971442
1049,13.883841408262766
1050,6.469237244048603
1051,4.353644752181731
1052,19.727938643335246
1053,19.219975005470566
1054,4.728805715881062
1055,38.041696781559956
1056,1.1293447509844774
1057,4.932145751765956
1058,14.327993340516908
1059,13.001529051870216
1060,9.7484013841542
1061,34.61803787741923
1062,7.02376105023275
1063,27.708282881624076
1064,18.88995994750314
1065,27.131352987012157
1066,8.622307708951539
1067,5.734052037808548
1068,12.979156816321222
1069,4.952443122518705
1070,8.489338335195947
1071,21.289324668436134
1072,16.467117783818594
1073,6.1975959177328726
1074,4.023753250576963
1075,7.491303250616331
1076,7.219460380607521
1077,13.01835760900547
1078,27.57868927034741
1079,46.35255778636472
1080,11.266666561211897
1081,6.578401854625597
1082,2.537374533099919
1083,20.620098646278525
1084,11.290559632551089
1085,10.018422047022
1086,11.486430778899319
1087,5.869018385860331
1088,5.800907627284424
1089,17.155426918989697
1090,7.913112178184118
1091,13.09041903821373
1092,24.48979953973749
1093,6.024223380863428
1094,2.908135899372217
1095,46.66187004252003
1096,33.110805021596256
1097,11.647151837933054
1098,23.751150008812196
1099,46.3266240056277
1100,21.4899457002779
1101,45.167821240293314
1102,23.55137350617217
1103,9.424307039980105
1104,9.868050719144014
1105,10.533670111402795
1106,3.2869324636515396
1107,9.823963289975746
1108,5.9793069924014555
1109,16.52773158705563
1110,5.7964030096808035
1111,10.574658747975596
1112,11.040792072160178
1113,9.619156102661576
1114,2.7774732900097083
1115,7.949358003526425
1116,7.734862277903605
1117,8.55542420994252
1118,20.77833397824056
1119,7.84376820527883
1120,11.844892577687897
1121,11.865813751715914
1122,9.845131732681937
1123,9.911720776214302
1124,13.976690553421435
1125,6.535334400406342
1126,35.308967315195
1127,10.577263620823702
1128,4.821600273897506
1129,6.5954933354967356
1130,8.37341096725598
1131,5.108577487467027
1132,15.287609467398246
1133,3.6838803807837346
1134,6.64484031865719
1135,47.24008028407437
1136,38.39840538442513
1137,9.489013125087293
1138,12.222807011234721
1139,5.975288218483453
1140,8.291786703556035
1141,30.969984068698498
1142,32.65733613890742
1143,35.197405241902295
1144,13.063583150224515
1145,5.846491767438237
1146,3.8676294573866326
1147,46.57010893477598
1148,22.284263314288975
1149,12.557130269584977
1150,8.817361382439357
1151,5.180485745462535
1152,7.220933322746402
1153,46.70437019256977
1154,19.150782455020188
1155,35.19565627471933
1156,12.511543704653706
1157,20.619050427749798
1158,26.50511018190968
1159,8.021978184718394
1160,6.737480266530384
1161,2.6922643822797063
1162,5.268196999675389
1163,46.52653255332485
1164,20.309949009312447
1165,17.62159018035574
1166,13.776878666482443
1167,20.888068813933653
1168,14.35892496785727
1169,5.061410545014209
1170,9.97883600404803
1171,5.890427808467615
1172,4.712025131710566
1173,17.041517494857192
1174,28.0369932486518
1175,13.821860510894751
1176,36.99869219712153
1177,16.954362785047845
1178,15.22113792576663
1179,3.0015765169920026
1180,5.112178742501229
1181,16.821700623499936
1182,9.577822889348983
1183,8.911506404237024
1184,43.324452575910385
1185,11.999804963220827
1186,45.59768367164901
1187,9.17854497911791
1188,32.21802223221418
1189,15.868196709435606
1190,12.378827030685756
1191,25.044220855112226
1192,11.467297233517629
1193,38.33123808383484
1194,22.1959433333892
1195,21.578722978094184
1196,9.99974668286776
1197,3.97335299996356
1198,11.864725726486938
1199,24.352213253313167
1200,10.218529891409371
1201,7.200327873523572
1202,8.688066112677166
1203,18.112022475201414
1204,30.887482927206776
1205,26.62471399512851
1206,45.617610349132654
1207,47.34817592880561
1208,18.132312547291438
1209,21.043300439403797
1210,26.64550126630692
1211,16.911535252868735
1212,8.01665747936738
1213,41.858420318859345
1214,44.040718109917314
1215,48.03830057769142
1216,4.6712852124107265
1217,8.443765003055642
1218,7.776964874536278
1219,8.573396241649014
1220,15.622653648192484
1221,32.662830912173625
1222,8.911708825311964
1223,19.889335126604056
1224,9.533282671785416
1225,26.885027424395656
1226,8.929680814048709
1227,4.844452505031557
1228,2.1304125326268064
1229,31.774955541862084
1230,6.019766045569103
1231,34.261904807726516
1232,20.530774619563232
1233,6.666804334411759
1234,18.465267986864138
1235,46.81699036283698
1236,17.043614204654283
1237,11.196366350080682
1238,10.980509617272132
1239,13.97882032362698
1240,27.46213126393625
1241,15.084116403885591
1242,10.734934629100383
1243,16.177397344329925
1244,9.555339590597528
1245,41.2800494276561
1246,21.265781299161976
1247,46.35058815892759
1248,8.64342362995413
1249,11.551082422609909
1250,16.64077712839418
1251,10.245502670686394
1252,5.756658471566697
1253,28.577611480445093
1254,9.269423245267651
1255,11.133333319446763
1256,45.727722030896544
1257,15.221863898848538
1258,11.198679732249998
1259,30.818165058766986
1260,27.1044641400953
1261,23.26215435157938
1262,14.5320092418889
1263,14.443112158504599
1264,15.842477033286515
1265,6.978831942334094
1266,46.172828881936915
1267,18.289275064477533
1268,45.018803154973654
1269,12.378683416727114
1270,46.17546350050801
1271,34.44268285322318
1272,19.59611514353616
1273,21.94905745902123
1274,20.109310948056258
1275,2.134918325697347
1276,7.134249959699818
1277,9.288860884808136
1278,20.089341938778404
1279,12.241538814123404
1280,16.288067187978758
1281,29.842504372795137
1282,2.58244170096022
1283,3.9344064390848947
1284,5.133728626948488
1285,48.619991550781606
1286,6.928148496358231
1287,19.309928916659118
1288,1.9738710184518509
1289,20.32597067748193
1290,8.622184581481541
1291,18.001637140007315
1292,7.556622470171225
1293,31.266301265362962
1294,26.221528451278207
1295,9.663045289732796
1296,48.30839966243439
1297,25.91122367154896
1298,6.907986015939197
1299,10.66661501591892
1300,8.70615837134182
1301,6.734046757524809
1302,17.66559229893572
1303,26.68763373297075
1304,3.777433192855065
1305,12.01837690249908
1306,16.802001053185887
1307,24.504312526451987
1308,13.908902017127783
1309,15.066785258348697
1310,19.19963608464278
1311,5.757084715815491
1312,8.889931634254841
1313,48.174545583723365
1314,9.685596707818933
1315,6.310164839814195
1316,7.4893251747793155
1317,17.15363086545535
1318,4.001544895208483
1319,6.106344020769146
1320,12.668667733498925
1321,11.443727728004923
1322,47.97075179905154
1323,9.732969361506626
1324,15.438538102357883
1325,40.82275485173617
1326,8.734045970610605
1327,23.30286383829583
1328,24.15568985003641
1329,26.308390788289653
1330,14.777418217886913
1331,9.198847285809808
1332,10.640125701261539
1333,14.08731711215454
1334,23.24216469981958
1335,18.73347577190089
1336,31.61778473762581
1337,48.88418140336042
1338,7.934862385450999
1339,12.640326868487476
1340,7.4690183858603305
1341,25.866313600256223
1342,11.200712259165387
1343,15.245973553612792
1344,19.088041476903204
1345,13.932517322912801
1346,9.489299604131912
