,PPO
1666,34.72901938
1667,34.41960991
1668,35.22022117
1669,36.68688784
1670,34.22022117
1671,36.68688784
1672,33.79799895
1673,35.66465962
1674,35.57577672
1675,33.7535545
1676,33.88688784
1677,34.46466561
1678,34.26902505
1679,35.37577672
1680,36.68688784
1681,35.77577672
1682,36.68688784
1683,33.48688784
1684,36.68688784
1685,33.68684429
1686,33.62022117
1687,33.79710526
1688,33.48688784
1689,34.90911006
1690,34.01959766
1691,35.57577672
1692,34.19799895
1693,33.75293178
1694,9.220221157
1695,33.97577672
1696,33.37488304
1697,35.84244339
1698,33.73537348
1699,33.48688784
1700,36.68688784
1701,34.55316306
1702,36.22022117
1703,36.62017762
1704,34.55354851
1705,36.68688784
1706,35.99799895
1707,34.28688784
1708,33.53102603
1709,34.4201751
1710,33.88688784
1711,33.62022117
1712,34.22022116
1713,34.02021518
1714,36.57577672
1715,34.33133219
1716,35.48688784
1717,34.46466561
1718,36.62022117
1719,34.57577672
1720,35.26466552
1721,5.220221155
1722,34.04124522
1723,36.3535545
1724,33.48688784
1725,33.5535545
1726,35.1535545
1727,36.68688784
1728,3.664659532
1729,35.53133228
1730,34.28653728
1731,36.68688784
1732,33.9535544
1733,35.08688773
1734,36.46466561
1735,35.08688784
1736,34.42022117
1737,36.68688784
1738,36.68688784
1739,35.73133228
1740,36.68688784
1741,36.64213544
1742,36.68688784
1743,33.62022107
1744,35.28688784
1745,36.57577593
1746,33.57577672
1747,36.82022117
1748,36.79710526
1749,36.82022117
1750,36.68688784
1751,16.44244339
1752,34.48367667
1753,36.68688784
1754,34.420175
1755,33.7535545
1756,36.82022117
1757,33.99799815
1758,4.153554397
1759,35.99799895
1760,36.68688784
1761,34.02022117
1762,36.68688784
1763,36.02022117
1764,36.68688784
1765,35.90911006
1766,33.48688784
1767,35.99799895
1768,34.84181459
1769,36.68688784
1770,36.08688784
1771,33.3535545
1772,33.68684429
1773,35.62022117
1774,35.79799895
1775,35.68688784
1776,16.9535545
1777,33.62022117
1778,35.73333333
1779,33.88688784
1780,34.1535545
1781,35.37577672
1782,36.68688784
1783,35.57577672
1784,33.60266287
1785,35.10911006
1786,36.68688784
1787,34.1535545
1788,35.3535545
1789,33.3535545
1790,35.66466561
1791,2.533333333
1792,36.68688784
1793,36.42022117
1794,34.68688784
1795,36.68688784
1796,36.68688784
1797,34.02022117
1798,36.68688784
1799,36.68688784
1800,33.48688784
1801,36.24244339
1802,36.68688784
1803,33.90911006
1804,36.44244339
1805,33.9535537
1806,35.53133227
1807,34.46466561
1808,33.50821638
1809,36.42022117
1810,35.86466561
1811,34.04213544
1812,33.53102433
1813,34.24244339
1814,36.68688784
1815,33.3535545
1816,36.68688784
1817,34.99799895
1818,34.02022117
1819,33.48688784
1820,36.68688784
1821,36.68688784
1822,4.646446298
1823,34.13133228
1824,33.7535544
1825,33.3535545
1826,33.3535545
1827,33.48688784
1828,33.3535545
1829,8.379778833
1830,33.3535545
1831,36.68688784
1832,34.42022117
1833,36.68688784
1834,36.04244339
1835,36.3535545
1836,33.3535545
1837,35.57577672
1838,34.64244339
1839,33.5535545
1840,33.37488304
1841,35.57577672
1842,33.3535545
1843,33.68684429
1844,36.44244339
1845,34.02022107
1846,36.10911006
1847,11.2
1848,36.397691
1849,34.0242616
1850,33.48626434
1851,36.68688784
1852,35.57577672
1853,33.62022117
1854,33.62022117
1855,33.82022116
1856,33.77577671
1857,36.19799895
1858,35.48688784
1859,33.62022117
1860,36.10911006
1861,33.3535545
1862,33.70911006
1863,33.48688784
1864,33.73133228
1865,35.84244339
1866,36.68626943
1867,36.68688784
1868,36.68688784
1869,36.68688784
1870,34.42022117
1871,15.30848889
1872,35.44244339
1873,36.68688784
1874,34.42022117
1875,35.57577672
1876,34.99799895
1877,36.30910926
1878,34.46466561
1879,34.17577672
1880,35.57577672
1881,36.68688784
1882,33.3535545
1883,33.48688784
1884,36.50821638
1885,34.02022117
1886,33.3535545
1887,33.59799895
1888,34.0646255
1889,35.04243811
1890,34.1979971
1891,36.82022117
1892,35.33070879
1893,36.68688784
1894,18.04154896
1895,35.79799895
1896,33.95350912
1897,34.17546866
1898,36.82022117
1899,35.99799895
1900,34.84239906
1901,36.68688784
1902,36.3535544
1903,34.46466561
1904,36.68688784
1905,36.68688784
1906,36.68688784
1907,36.68688784
1908,36.53133227
1909,37.19964934
1910,34.86435767
1911,35.62022117
1912,15.4464455
1913,33.88457563
1914,34.42020823
1915,34.28862979
1916,36.68688784
1917,34.1535545
1918,34.82018107
1919,9.179825009
1920,36.68688784
1921,35.57577672
1922,36.50911006
1923,34.46466561
1924,33.53133228
1925,36.68688784
1926,33.7535545
1927,35.70911006
1928,36.13133217
1929,34.57483953
1930,36.42022117
1931,35.50906651
1932,35.57577672
1933,11.77546878
1934,36.68688784
1935,34.42022107
1936,36.68688784
1937,34.10848657
1938,33.3535545
1939,36.68688784
1940,35.57577672
1941,33.48688784
1942,6.686887835
1943,36.68688784
1944,33.62022117
1945,33.82022117
1946,35.22021589
1947,33.66466561
1948,34.79799895
1949,34.1535545
1950,36.68688784
1951,33.62022117
1952,36.82022117
1953,35.69155176
1954,36.04244339
1955,33.68688784
1956,33.7512423
1957,33.3535545
1958,36.68688784
1959,36.68688784
1960,33.48688784
1961,33.48688784
1962,36.77577672
1963,35.64244339
1964,36.82022117
1965,33.79799895
1966,36.68688784
1967,33.48688773
1968,34.46466561
1969,33.7535544
1970,33.397691
1971,34.64244339
1972,33.48688784
1973,35.37577672
1974,33.3535545
1975,35.84244339
1976,33.48688784
1977,36.68688784
1978,35.90911006
1979,33.93133228
1980,36.68688773
1981,34.86466561
1982,33.99973941
1983,35.10910926
1984,36.57577672
1985,33.48688784
1986,33.7535545
1987,33.61959768
1988,35.66465962
1989,35.66466561
1990,34.57577672
1991,36.68688784
1992,34.44244339
1993,35.57577672
1994,36.68688784
1995,33.3535545
1996,33.48688784
1997,33.48688784
1998,33.3535545
1999,33.48688784
2000,34.46466561
2001,36.68688784
2002,33.61959768
2003,2.931326199
2004,35.79799895
2005,36.68688784
2006,36.68688784
2007,33.9535545
2008,36.68688784
2009,33.3535545
2010,36.68688784
2011,2.286841657
2012,34.57457855
2013,34.39799895
2014,33.75355449
2015,35.37577672
2016,35.70911006
2017,36.68688784
2018,33.42017762
2019,35.57577672
2020,35.57577672
2021,36.59799296
2022,33.37488304
2023,35.90911006
2024,36.68688784
2025,33.48688784
2026,34.79799895
2027,33.3535545
2028,35.64244339
2029,33.7535545
2030,34.28688784
2031,34.46466561
2032,34.24244339
2033,34.77577672
2034,33.64244339
2035,35.57577672
2036,35.70911006
2037,34.28688784
2038,33.70911006
2039,35.90848657
2040,36.68688784
2041,36.68688784
2042,35.57577672
2043,34.01959768
2044,33.48688256
2045,36.68688784
2046,33.3535545
2047,34.59799895
2048,36.68688784
2049,35.06466561
2050,33.48688783
2051,34.46466561
2052,33.86466561
2053,36.68688784
2054,35.57577672
2055,36.68688784
2056,36.68688784
2057,34.46466561
2058,33.62022117
2059,34.73133228
2060,33.88657989
2061,36.68688784
2062,36.68688784
2063,33.70911006
2064,36.68688784
2065,36.68688784
2066,17.97577672
2067,34.82022117
2068,34.26466561
2069,36.42022117
2070,34.70911006
2071,36.82018107
2072,33.3535545
2073,35.57577672
2074,35.57577672
2075,34.57577593
2076,33.82022108
2077,35.57577672
2078,34.02022117
2079,34.1535545
2080,35.57577672
2081,36.68688784
2082,34.2418199
2083,35.46466561
2084,33.77488304
2085,34.9535545
2086,35.04244339
2087,34.79799895
2088,36.68688784
2089,36.1535545
2090,9.886887035
2091,33.3535545
2092,35.57577672
2093,36.68688784
2094,36.13133228
2095,36.30911006
2096,34.50911006
2097,33.88626434
2098,33.61991668
2099,36.33133228
2100,34.1535545
2101,36.68688784
2102,35.57577672
2103,33.48688784
2104,36.42022117
2105,33.3535545
2106,33.75293178
2107,33.64244339
2108,33.90911006
2109,36.68688784
2110,36.68688784
2111,36.68688784
2112,33.48658335
2113,33.48688784
2114,35.33133228
2115,33.48688784
2116,35.57577672
2117,36.68688784
2118,33.61790897
2119,34.53128873
2120,35.57577672
2121,33.84244339
2122,34.02022117
2123,36.24244339
2124,34.46466561
2125,35.57577672
2126,36.68688784
2127,36.33102779
2128,36.68688784
2129,34.41760448
2130,36.68688784
2131,35.7535545
2132,35.57577672
2133,36.68688784
2134,12.50911006
2135,36.22022117
2136,35.46466481
2137,35.79799895
2138,35.7512022
2139,34.59799895
2140,35.57577672
2141,36.68688784
2142,33.88688784
2143,34.42022046
2144,3.353554397
2145,35.57577672
2146,36.68688784
2147,33.48688784
2148,33.57577074
2149,36.68688784
2150,35.57577672
2151,33.48688784
2152,34.46466561
2153,36.68688784
2154,33.3535545
2155,35.57577672
2156,36.68688784
2157,33.48688773
2158,35.26466561
2159,35.77577672
2160,33.3535545
2161,33.3535545
2162,3.731286102
2163,35.93133228
2164,33.99799895
2165,33.64244338
2166,36.10911006
2167,35.57577672
2168,35.44183213
2169,33.70910407
2170,36.68688784
2171,34.68688784
2172,36.26466561
2173,36.17547224
2174,34.46466561
2175,36.22022117
2176,35.57577672
2177,33.62022117
2178,36.68688784
2179,35.57577672
2180,34.46466561
2181,33.75351441
2182,33.64244339
2183,33.3535545
2184,36.06466561
2185,33.5535545
2186,33.88688782
2187,35.53133228
2188,36.50911006
2189,35.86404997
2190,33.3535545
2191,34.1535545
2192,34.39799367
2193,26.38279237
2194,33.88688784
2195,36.42022117
2196,33.62022117
2197,33.3535545
2198,35.06465962
2199,34.06466561
2200,33.7535545
2201,33.62022117
2202,26.55093772
2203,36.68688784
2204,34.70911006
2205,36.24244339
2206,36.68688784
2207,33.7535545
2208,35.1535545
2209,35.3535545
2210,36.68688784
2211,35.57577672
2212,36.68688784
2213,35.70911006
2214,35.28688784
2215,35.57577672
2216,17.4464455
2217,35.57577672
2218,36.68688784
2219,34.46466561
2220,34.46466561
2221,34.46466561
2222,35.53133228
2223,34.46466561
2224,36.68688784
2225,34.08688784
2226,36.81959768
2227,36.68688784
2228,35.70911006
2229,33.3535545
2230,36.68688784
2231,34.46466561
2232,35.1535545
2233,35.19799895
2234,34.73133228
2235,35.57577672
2236,35.19799895
2237,8.686887037
2238,33.3535545
2239,35.42022116
2240,34.46466561
2241,33.70911006
2242,36.68688784
2243,36.68688784
2244,36.46466561
2245,34.3535545
2246,34.1535545
2247,36.81959768
2248,34.86466561
2249,36.24244339
2250,35.55266082
2251,35.84244339
2252,36.68688784
2253,33.9535545
2254,23.24182067
2255,35.57577672
2256,8.153554502
2257,34.02022117
2258,35.57577672
2259,34.68688784
2260,35.08688784
2261,13.73333333
2262,34.46466561
2263,27.57978571
2264,33.5535545
2265,33.3535545
2266,33.75324656
2267,36.68688784
2268,34.02022117
2269,35.37577672
2270,36.68688784
2271,35.66466561
2272,35.79799895
2273,17.86466561
2274,36.06466561
2275,33.68688783
2276,33.66435767
2277,33.48688784
2278,33.79799895
2279,36.68688784
2280,36.68688784
2281,34.02022117
2282,36.02022117
2283,35.57577672
2284,33.3535545
2285,33.48626434
2286,33.37488304
2287,35.90911006
2288,34.02022117
2289,36.68688784
2290,36.68688784
2291,34.46466561
2292,36.68688784
2293,35.57577672
2294,33.48688784
2295,35.68688784
2296,33.3535545
2297,36.42022117
2298,35.1979554
2299,35.68688784
2300,33.50590417
2301,33.61959768
2302,33.3535545
2303,36.68688784
2304,35.66466561
2305,36.68688784
2306,33.62022117
2307,36.68688784
2308,34.3979554
2309,36.82022117
2310,33.3535545
2311,33.3535545
2312,36.02022117
2313,36.02022117
2314,36.95355449
2315,36.68688784
2316,35.61991322
2317,36.68688784
2318,36.68688784
2319,36.68688784
2320,34.46466561
2321,36.81959768
2322,36.28657989
2323,33.7535545
2324,33.3535545
2325,36.68688784
2326,34.79799895
2327,33.62022117
2328,36.48688784
2329,36.68688784
2330,33.59710526
2331,36.68688784
2332,36.68688784
2333,1.733333333
2334,35.57577672
2335,36.79710526
2336,36.68688784
2337,35.33133228
2338,33.3535545
2339,33.48688784
2340,35.57577672
2341,33.3535545
2342,36.30911006
2343,33.48688784
2344,36.79706517
2345,33.48688784
2346,34.93133228
2347,36.68688784
2348,33.3535545
2349,36.30911006
2350,33.3535545
2351,36.68688784
2352,33.62022117
2353,34.28688784
2354,34.46466561
2355,33.3535545
2356,36.26466561
2357,34.1535545
2358,34.46466561
2359,35.70911006
2360,33.48688773
2361,33.62022117
2362,35.68688784
2363,35.57577672
2364,35.9535545
2365,36.26466481
2366,36.33133228
2367,36.68688784
2368,35.73133228
2369,36.66466561
2370,34.82022117
2371,33.37488304
2372,16.22022117
2373,36.68688784
2374,36.68688784
2375,35.57577672
2376,35.57577672
2377,33.62022047
2378,34.1535545
2379,36.02022106
2380,35.22022117
2381,33.79765436
2382,36.33132629
2383,33.62022117
2384,35.22022117
2385,35.62022117
2386,34.99799895
2387,32.82022117
2388,33.3535545
2389,33.37488304
2390,35.08688784
2391,33.62022107
2392,36.28688704
2393,36.68688784
2394,36.68688784
2395,35.70911006
2396,4.8
2397,36.68688784
2398,33.8646656
2399,35.57577672
2400,34.59799895
2401,34.22022117
2402,34.82022117
2403,33.48688256
2404,31.2406232
2405,35.57577672
2406,33.3535545
2407,33.48688784
2408,33.3535545
2409,33.88457563
2410,34.28688784
2411,36.68688784
2412,34.46466561
2413,34.59799895
2414,36.68688784
2415,33.3535545
2416,36.68688784
2417,33.48688784
2418,34.46466561
2419,34.08688773
2420,33.79796068
2421,36.68688784
2422,36.68688784
2423,35.57577672
2424,36.26462206
2425,36.68688784
2426,33.3535545
2427,35.90911006
2428,35.57577672
2429,33.88688784
2430,36.68688784
2431,36.33133228
2432,35.57577672
2433,35.57577672
2434,34.46462206
2435,34.90911006
2436,35.04244339
2437,36.68688784
2438,35.57577672
2439,33.60035067
2440,36.68688784
2441,34.46466561
2442,19.88688784
2443,36.24244339
2444,36.68688784
2445,33.48688784
2446,35.77577672
2447,35.57577672
2448,33.3535545
2449,35.90911006
2450,35.28688784
2451,34.06466561
2452,33.50911004
2453,33.48688784
2454,36.1535545
2455,36.68688784
2456,34.46466561
2457,35.93133219
2458,33.62022117
2459,33.44244339
2460,33.62022117
2461,33.3535545
2462,33.62022117
2463,35.57577672
2464,34.46466561
2465,35.57577672
2466,36.3535545
2467,36.68688784
2468,34.46466561
2469,35.57577672
2470,33.9535545
2471,33.57577672
2472,33.3535545
2473,36.68688784
2474,34.46466561
2475,34.1535545
2476,33.48688784
2477,36.68688784
2478,33.7535545
2479,34.9535545
2480,33.9535545
2481,36.68688784
2482,35.57577672
2483,33.62022117
2484,33.37488304
2485,34.5535545
2486,34.62022117
2487,35.57577672
2488,35.70911006
2489,34.39799895
2490,33.3535545
2491,33.3535545
2492,33.48688784
2493,36.82022117
2494,36.68688784
2495,36.10911006
2496,34.46466561
2497,36.68688784
2498,36.68688784
2499,34.22022117
2500,34.28688784
2501,34.46466561
2502,35.57577672
2503,33.7535545
2504,36.68688784
2505,35.57577672
2506,34.46466561
2507,36.68688784
2508,36.68688784
2509,35.90911006
2510,33.64154373
2511,33.60035067
2512,33.3535545
2513,12.24910837
2514,35.86466561
2515,33.7535545
2516,36.68688784
2517,34.46466561
2518,36.68688784
2519,36.22022117
2520,35.57577672
2521,35.57577672
2522,33.3535545
2523,36.22022117
2524,36.68688784
2525,33.37488304
2526,35.57577672
2527,34.33069865
2528,33.86466561
2529,36.68688784
2530,36.68688784
2531,33.7535545
2532,36.68688784
2533,34.64244339
2534,36.57577593
2535,34.46466561
2536,36.68688784
2537,36.22022117
2538,35.95354922
2539,36.82022117
2540,34.04244339
2541,36.68688784
2542,34.26466561
2543,35.57577672
2544,19.82017762
2545,33.3535545
2546,33.73133227
2547,35.57577672
2548,35.93133228
2549,33.46466481
2550,33.61790897
2551,11.82022117
2552,33.3535545
2553,36.68688784
2554,36.68688784
2555,36.68688784
2556,36.82022117
2557,34.9535545
2558,36.68688784
2559,34.84244339
2560,36.82022116
2561,33.3535545
2562,35.57577672
2563,33.68599599
2564,35.64244339
2565,36.68688784
2566,36.68688784
2567,35.57577672
2568,33.77488304
2569,34.46466561
2570,33.7535545
2571,36.68688784
2572,36.68688784
2573,35.57577672
2574,36.44244339
2575,36.68688784
2576,33.88395291
2577,34.46466561
2578,34.70911006
2579,34.46466561
2580,35.57577672
2581,36.68688784
2582,33.48688784
2583,36.68688784
2584,36.68688784
2585,36.82022117
2586,35.57577672
2587,36.68688784
2588,33.62022117
2589,33.48688784
2590,36.68688784
2591,36.48688784
2592,33.3535545
2593,33.55350567
2594,35.57577672
2595,33.88688784
2596,35.57577672
2597,33.48626434
2598,36.68688784
2599,35.99799895
2600,34.46466561
2601,33.3535545
2602,34.46466561
2603,34.46466561
2604,35.57577672
2605,33.48688784
2606,33.57488304
2607,36.82022117
2608,36.50911006
2609,36.68688784
2610,35.57577672
2611,35.57577672
2612,34.79799895
2613,34.46466561
2614,35.57577672
2615,34.59799895
2616,33.48688784
2617,33.3535545
2618,36.68688784
2619,34.42022117
2620,33.3535545
2621,33.62022117
2622,33.48688784
2623,35.66466561
2624,36.82022117
2625,36.68688784
2626,33.88688177
2627,6.686887835
2628,35.57577672
2629,36.68688784
2630,33.7535545
2631,33.3535545
2632,34.46466561
2633,33.53133228
2634,33.7535545
2635,34.46466561
2636,33.3535545
2637,33.7535545
2638,34.82022117
2639,33.48688784
2640,35.57577672
2641,36.68688784
2642,36.68688784
2643,33.55351095
2644,34.04243811
2645,36.68688784
2646,34.46466561
2647,34.46466561
2648,36.68688784
2649,34.46466561
2650,36.1535545
2651,36.68688784
2652,36.62017762
2653,34.46466561
2654,36.68688784
2655,36.68688784
2656,34.46466561
2657,33.88688784
2658,34.46466561
2659,34.46466561
2660,34.06439776
2661,36.46466561
2662,36.68688784
2663,35.57577672
2664,34.46466561
2665,36.68688784
2666,34.50911006
2667,33.3535545
2668,33.37488304
2669,34.1535545
2670,35.88688784
2671,33.7535545
2672,33.48688784
2673,36.68688784
2674,33.3535545
2675,36.68688784
2676,36.68688784
2677,34.46466561
2678,34.46466561
2679,34.46466561
2680,36.68688784
2681,7.469329537
2682,2.020174991
2683,34.02022117
2684,33.48688784
2685,33.62022117
2686,33.42017762
2687,36.9535545
2688,35.57577672
2689,35.57577672
2690,33.60035067
2691,35.57577672
2692,36.68688784
2693,34.30911006
2694,33.3535545
2695,33.90911006
2696,34.46466561
2697,33.88688784
2698,33.7535545
2699,36.80266287
2700,34.46466561
2701,34.22022117
2702,36.68688784
2703,8.8
2704,34.46466561
2705,33.62022108
2706,35.57577672
2707,34.46466561
2708,36.68688784
2709,33.79799895
2710,33.3535545
2711,33.62022117
2712,33.3535545
2713,35.84244339
2714,34.46466561
2715,36.68688784
2716,35.70911006
2717,35.99799895
2718,34.59799895
2719,36.68688784
2720,33.48688784
2721,36.82022117
2722,35.57577672
2723,36.68688784
2724,33.3535545
2725,35.57577672
2726,35.57577672
2727,36.68688784
2728,36.68688784
2729,33.48688784
2730,34.46466561
2731,33.48688784
2732,36.68688784
2733,36.68688784
2734,35.57577672
2735,36.30911006
2736,36.68688784
2737,34.10911006
2738,6.397337235
2739,34.28688784
2740,36.04244338
2741,35.39799895
2742,34.46466561
2743,34.82022117
2744,34.73133228
2745,33.88688784
2746,36.68688784
2747,36.68688784
2748,36.68688784
2749,35.57577672
2750,33.62022117
2751,35.57577672
2752,5.446446298
2753,35.57577672
2754,33.86432023
2755,35.55266082
2756,36.68688784
2757,35.57577672
2758,35.57577672
2759,33.48688784
2760,36.68688784
2761,33.7535545
2762,35.57577672
2763,36.13133228
2764,34.46466561
2765,36.68688784
2766,34.59799895
2767,35.57577672
2768,36.68688784
2769,33.61991668
2770,33.70911006
2771,33.62022117
2772,36.68688784
2773,35.57577672
2774,33.7512423
2775,11.06701733
2776,34.46466561
2777,36.68688784
2778,20.93303492
2779,33.62022117
2780,33.48688714
2781,36.68688784
2782,35.57577672
2783,34.06466561
2784,36.68688784
2785,33.48688782
2786,34.08688784
2787,34.68688784
2788,33.3535545
2789,33.46932954
2790,34.46466561
2791,33.7535545
2792,35.33133228
2793,35.57577672
2794,33.3535545
2795,36.68688784
2796,33.5535545
2797,17.17577672
2798,33.3535545
2799,35.9535545
2800,36.81959768
2801,34.42022117
2802,35.70911006
2803,33.66466561
2804,33.3535545
2805,33.3535545
2806,33.3535545
2807,34.46466561
2808,35.57577672
2809,33.3535545
2810,33.48688784
2811,35.57577672
2812,36.68688784
2813,36.68688784
2814,34.46466561
2815,6.686887835
2816,34.66431758
2817,34.46466561
2818,33.75265737
2819,35.57577672
2820,35.62022117
2821,34.93133228
2822,33.50821638
2823,33.3535545
2824,36.30911006
2825,34.133684
2826,36.68688784
2827,33.3535545
2828,35.57577672
2829,33.62022117
2830,33.3535545
2831,34.46466561
2832,34.46466561
2833,33.3535545
2834,34.1535545
2835,35.57577672
2836,34.46466561
2837,33.48688784
2838,36.68688784
2839,36.68688784
2840,33.86932943
2841,34.88688784
2842,4.375775924
2843,36.81959768
2844,34.46466561
2845,30.9535545
2846,35.9535545
2847,35.59799895
2848,35.57577672
2849,35.86466561
2850,35.57577672
2851,36.68688784
2852,36.68688784
2853,33.88688784
2854,36.68688784
2855,35.70911006
2856,34.48688784
2857,36.68688784
2858,33.3535545
2859,33.3535545
2860,33.4424374
2861,34.46466561
2862,33.48688784
2863,36.68688784
2864,34.46466561
2865,33.4424374
2866,35.57577672
2867,35.57577672
2868,33.88688784
2869,33.7535545
2870,35.57577672
2871,36.68688784
2872,35.7535545
2873,35.57577672
2874,35.57577672
2875,33.3535545
2876,35.57577672
2877,34.42022117
2878,36.68688784
2879,36.68688784
2880,36.06465961
2881,8.8
2882,35.57577672
2883,33.397691
2884,33.48688784
2885,36.68688784
2886,36.68688784
2887,35.57577672
2888,34.13133228
2889,33.48688784
2890,36.68688784
2891,33.48688784
2892,33.3535545
2893,36.68688784
2894,33.3535545
2895,33.3535545
2896,33.3535545
2897,35.57577672
2898,33.3535545
2899,33.5535545
2900,33.3535545
2901,34.46466561
2902,34.46466561
2903,35.57577672
2904,36.68688784
2905,33.7535545
2906,5.220221155
2907,33.48688784
2908,33.3535545
2909,34.86466561
2910,33.88688784
2911,34.46466561
2912,35.57577672
2913,36.68688784
2914,35.50911006
2915,33.88688784
2916,35.57577672
2917,36.46405435
2918,35.57577672
2919,34.06466561
2920,34.55309358
2921,33.70911006
2922,34.46466561
2923,35.57577672
2924,33.48688784
2925,34.46466561
2926,34.46466561
2927,34.64244339
2928,35.57577672
2929,33.61959844
2930,33.48688784
2931,35.57577672
2932,36.37577672
2933,33.48688784
2934,36.1535545
2935,34.57516546
2936,3.153508324
2937,35.3535545
2938,36.68688784
2939,34.86466561
2940,36.68688784
2941,34.68688784
2942,33.48688256
2943,36.68688784
2944,35.57577672
2945,35.57577672
2946,33.3535545
2947,36.68688784
2948,36.68688784
2949,33.3535545
2950,35.57577672
2951,33.3535545
2952,36.68688784
2953,35.57577672
2954,34.30911006
2955,33.50911004
2956,33.62022117
2957,34.06466561
2958,36.68688784
2959,8.686887836
2960,33.77577672
2961,36.68688784
2962,35.57577672
2963,35.57577672
2964,36.68688784
2965,34.28688784
2966,35.57577672
2967,33.3535545
2968,35.57577672
2969,34.86466561
2970,33.3535545
2971,36.68688784
2972,35.57577672
2973,35.88688784
2974,36.68688784
2975,35.57577672
2976,34.42022117
2977,34.46466561
2978,33.3535545
2979,35.57577672
2980,33.3535545
2981,2.109103977
2982,36.68688784
2983,36.68688784
2984,34.46466561
2985,34.59799895
2986,33.62022117
2987,33.3535545
2988,35.70911006
2989,34.44239652
2990,34.1535545
2991,35.57577672
2992,33.61760448
2993,36.68688784
2994,33.3535545
2995,33.3535545
2996,34.46466561
2997,33.48688256
2998,33.3535545
2999,33.48688784
3000,34.9535545
3001,36.68688784
3002,33.3535545
3003,33.7535545
3004,33.3535545
3005,36.68688784
3006,36.68688784
3007,35.57577672
3008,33.48626434
3009,34.46466561
3010,33.97577497
3011,33.3535545
3012,36.28688784
3013,36.59799296
3014,33.3535545
3015,36.68688784
3016,33.7535545
3017,35.57577672
3018,36.68688784
3019,33.88688784
3020,35.57577672
3021,34.26466561
3022,33.55351095
3023,36.68688784
3024,36.68688784
3025,34.28688784
3026,36.68688784
3027,36.68688784
3028,33.48688784
3029,8.686887836
3030,35.57577672
3031,35.57577672
3032,36.68688784
3033,36.68688784
3034,34.46466561
3035,36.68688784
3036,33.62022117
3037,36.68688784
3038,35.57577672
3039,33.46932954
3040,34.55293101
3041,35.57577672
3042,35.57577672
3043,34.5535545
3044,36.82022117
3045,35.57577672
3046,35.57577672
3047,35.57577672
3048,35.57577672
3049,36.68688784
3050,36.68688784
3051,33.48688773
3052,36.68688784
3053,33.3535545
3054,36.68688784
3055,36.68688784
3056,6.4
3057,35.57577672
3058,35.70911006
3059,34.46466561
3060,33.77577672
3061,36.68688784
3062,34.46466561
3063,35.57577672
3064,36.68688784
3065,36.82022108
3066,34.46466561
3067,35.57577672
3068,36.68688784
3069,35.57577672
3070,35.57577672
3071,35.57577672
3072,33.3535545
3073,36.68688784
3074,36.68688784
3075,36.68688784
3076,33.3535545
3077,34.00004618
3078,36.68688784
3079,33.8424374
3080,35.57577672
3081,35.57577672
3082,36.82022117
3083,33.62022117
3084,34.46466561
3085,34.46466561
3086,36.68688784
3087,26.68688784
3088,34.46466561
3089,36.68688784
3090,35.57577672
3091,36.68688784
3092,33.88658335
3093,35.90911006
3094,34.46466561
3095,36.68688784
3096,34.59769446
3097,33.3535545
3098,34.64244339
3099,36.68688784
3100,35.57577672
3101,36.68688784
3102,33.62022117
3103,33.62022117
3104,34.13333344
3105,33.48688784
3106,34.46466561
3107,35.70911006
3108,34.59799895
3109,36.68688784
3110,36.68688784
3111,34.59799895
3112,34.46466561
3113,34.46466561
3114,33.73133228
3115,36.68688784
3116,33.68684429
3117,35.57577672
3118,35.57577672
3119,35.57577672
3120,34.29063601
3121,34.59799895
3122,34.46466561
3123,33.48688784
3124,35.57577672
3125,36.68688784
3126,33.53133228
3127,33.3535545
3128,34.5535545
3129,35.57577672
3130,35.57577672
3131,36.68688784
3132,34.46466561
3133,35.57577672
3134,36.68688784
3135,36.68688784
3136,34.46466561
3137,34.02022117
3138,35.57577672
3139,34.73133228
3140,33.62022117
3141,33.62022117
3142,33.62022117
3143,34.46466561
3144,36.68688784
3145,8.153554502
3146,36.68688784
3147,36.24244338
3148,36.68688784
3149,37.88688784
3150,33.7535545
3151,33.7535545
3152,33.3535545
3153,36.68688784
3154,35.57577672
3155,36.68688784
3156,33.48688784
3157,35.06466561
3158,34.48688784
3159,36.24244339
3160,35.57577672
3161,35.57577672
3162,36.68688784
3163,33.75354922
3164,33.3535545
3165,33.3535545
3166,35.57577672
3167,35.57577672
3168,35.57577672
3169,36.68688784
3170,33.3535545
3171,34.46466561
3172,33.3535545
3173,34.86466561
3174,36.68688784
3175,36.68688784
3176,33.3535545
3177,35.57577672
3178,36.9535545
3179,36.68688784
3180,33.48688784
3181,35.57577672
3182,35.57577672
3183,36.68688784
3184,36.82022117
3185,36.68688784
3186,34.46466561
3187,33.48688784
3188,33.3535545
3189,34.46466561
3190,35.08684166
3191,33.48688773
3192,36.68688784
3193,33.88626511
3194,34.53133053
3195,33.48688773
3196,36.68688784
3197,36.68688784
3198,34.46466561
3199,34.46466561
3200,34.46466561
3201,34.68688784
3202,33.88688784
3203,34.22021597
3204,34.46466561
3205,33.3535545
3206,33.48688784
3207,36.68688784
3208,36.68688784
3209,33.48688773
3210,33.48626434
3211,35.57577672
3212,33.3535545
3213,33.53102433
3214,35.57577672
3215,34.46466561
3216,33.48688784
3217,33.3535545
3218,35.70911006
3219,36.24244339
3220,35.57577672
3221,33.3535545
