,PPO
366,35.50880211
367,33.77577672
368,34.28626431
369,27.08559561
370,36.26372842
371,33.46466551
372,34.64181923
373,3.510437966
374,33.73133228
375,35.33132629
376,4.375770644
377,35.50845578
378,37.08688783
379,1.643821721
380,3.731331479
381,36.84151115
382,36.68688784
383,24.50729438
384,34.66408912
385,36.44244084
386,34.10906651
387,34.30880211
388,25.35222651
389,1.485647004
390,34.10907178
391,35.19799296
392,35.26137947
393,19.88688704
394,36.73102432
395,34.35328584
396,35.04120395
397,36.33070879
398,16.50746302
399,36.66373417
400,35.7979965
401,33.86404278
402,33.79799893
403,35.79709327
404,36.10732227
405,2.352313671
406,34.10910407
407,34.24013108
408,37.06314983
409,1.817558299
410,5.664659623
411,34.35204829
412,34.37392956
413,14.84154891
414,36.46466471
415,34.18013269
416,4.441813818
417,33.37577672
418,34.59799815
419,34.77546878
420,36.42021526
421,34.10911006
422,1.8
423,33.59799893
424,34.55293101
425,35.28688783
426,34.04243672
427,36.53132629
428,33.39799895
429,37.19519307
430,34.84031031
431,37.19799895
432,33.48688784
433,33.79799893
434,35.20034802
435,33.90876019
436,36.39737545
437,34.75355449
438,37.08684889
439,35.33133228
440,36.26466551
441,34.41836445
442,36.19799893
443,13.33043839
444,36.35293101
445,37.3535545
446,37.0202091
447,4.134070348
448,33.68688784
449,34.68688784
450,33.88688175
451,1.31346283
452,34.02022117
453,33.48688784
454,33.79799814
455,33.90848577
456,34.68684957
457,13.97573318
458,33.62022117
459,36.10759889
460,33.90910917
461,33.3535545
462,36.66377193
463,33.88684427
464,36.62017762
465,33.79737612
466,33.3535545
467,35.88627658
468,35.19799895
469,36.6646656
470,34.33133228
471,34.2424374
472,35.10911004
473,33.48688784
474,36.77515323
475,36.82022117
476,33.3535545
477,33.48688784
478,6.509066509
479,33.62022117
480,7.06439984
481,36.82022117
482,36.48688784
483,36.22022117
484,34.39799884
485,35.50911006
486,36.73133228
487,36.50848657
488,35.7970617
489,33.44244339
490,36.53072175
491,35.75355441
492,15.24239984
493,33.75354851
494,36.66466561
495,36.88688784
496,13.39799895
497,36.35355449
498,35.9756949
499,36.39799893
500,34.2418199
501,35.4646656
502,33.88688784
503,35.04150422
504,36.57577603
505,7.616397
506,35.19710526
507,36.61932748
508,37.08688784
509,34.48688703
510,33.79736947
511,36.9535545
512,36.59799895
513,35.86435767
514,36.48626434
515,15.77577672
516,33.68688185
517,1.596139206
518,35.7535544
519,33.62488509
520,36.44244259
521,33.64240329
522,34.84240329
523,9.419913222
524,10.80266287
525,33.97515323
526,36.77483828
527,33.64244339
528,7.19799884
529,36.99799815
530,36.66287693
531,35.86403604
532,36.0192814
533,36.82022108
534,36.02022117
535,34.39680125
536,36.26466561
537,33.50911006
538,35.86462733
539,34.82022117
540,34.35325139
541,36.48626434
542,36.95355381
543,35.19710457
544,21.24244339
545,35.59737545
546,35.66435697
547,36.44213465
548,36.59799895
549,36.59799895
550,34.88688784
551,34.99706087
552,36.6639603
553,33.82421805
554,36.57577672
555,36.86377113
556,34.59644719
557,33.66466561
558,11.01870476
559,4.174882936
560,36.53133228
561,36.59799895
562,35.66466481
563,34.30880152
564,35.39799893
565,36.70880211
566,36.46466481
567,8.841549709
568,36.28626434
569,36.39799815
570,36.22022106
571,33.9535537
572,36.64244339
573,34.90906396
574,35.10911006
575,33.93070956
576,35.48599415
577,36.26466551
578,33.93133228
579,36.68688784
580,35.64244259
581,33.48599415
582,36.50911006
583,33.3535545
584,36.68688784
585,33.90679785
586,33.73133217
587,36.64244339
588,34.10848135
589,36.48688782
590,36.13133228
591,33.88626434
592,35.26462206
593,34.08599415
594,36.82022117
595,36.48626434
596,36.70911004
597,35.95351095
598,36.66465953
599,35.26466386
600,36.57577672
601,35.28599415
602,36.30911006
603,36.68688784
604,17.86377375
605,36.82022117
606,34.15266071
607,33.48626434
608,36.68688784
609,36.35355449
610,36.64013039
611,33.57577672
612,33.7535545
613,36.17515322
614,34.28688773
615,33.82022117
616,34.42022117
617,34.57573318
618,36.28688185
619,33.3535545
620,35.99738767
621,34.46466551
622,35.73133227
623,36.17488304
624,36.08657989
625,36.82022117
626,36.26466561
627,35.95293101
628,36.62022107
629,36.68688784
630,36.9535545
631,36.64244339
632,33.3535545
633,36.68688784
634,4.286263542
635,34.57453031
636,6.442443391
637,35.79799895
638,36.61901761
639,33.70821638
640,11.37577672
641,36.9535545
642,35.79799893
643,34.06466561
644,36.28688784
645,33.77577662
646,35.68559801
647,33.44244339
648,34.37457395
649,36.68688784
650,36.66466481
651,35.97577672
652,33.73044044
653,35.15266082
654,36.64244339
655,36.08688704
656,33.44244339
657,33.86404212
658,35.79799286
659,36.62022117
660,36.68688714
661,36.82022117
662,34.17488488
663,33.5535544
664,36.82022117
665,36.64239984
666,36.68688784
667,34.15262226
668,36.46462128
669,33.50911006
670,35.55354851
671,34.42017683
672,34.10911006
673,36.08654021
674,37.17577672
675,36.3535537
676,34.84089466
677,33.50911004
678,33.3535545
679,35.46405272
680,33.70848723
681,33.75293178
682,36.66466481
683,34.46435687
684,36.41991322
685,33.68684429
686,34.1535545
687,34.30910398
688,34.46465962
689,36.82022117
690,36.68688784
691,34.77515389
692,36.57488294
693,36.82022117
694,35.68688773
695,36.50907179
696,6.641549708
697,33.66466561
698,36.57577671
699,34.04244339
700,36.84244339
701,36.53133228
702,36.93133228
703,36.93070879
704,35.10719899
705,35.52947222
706,1.868556252
707,36.59799895
708,34.33132629
709,33.90911006
710,36.14971454
711,34.68657389
712,36.59799895
713,33.70911006
714,36.53133227
715,36.68688784
716,36.21905894
717,11.35293178
718,36.50821628
719,37.02022117
720,33.6415062
721,34.46466561
722,33.88684166
723,36.57577593
724,36.59799296
725,33.88688784
726,3.1058744
727,35.7535545
728,12.17577672
729,36.13043703
730,34.73133228
731,34.1313262
732,36.57426415
733,36.39769099
734,36.73072102
735,36.66466492
736,33.55354851
737,1.753243352
738,34.95351095
739,35.97577672
740,35.99799894
741,36.57516546
742,35.44122066
743,35.88688784
744,33.62022108
745,33.84244339
746,36.86373417
747,36.62017751
748,35.68688784
749,33.7535545
750,36.62022117
751,33.97577662
752,35.33072102
753,36.68688784
754,36.84244339
755,33.7535545
756,35.86434649
757,1.710489163
758,33.97577593
759,2.537997257
760,33.3535545
761,35.06300096
762,36.73098466
763,34.64244259
764,34.19448867
765,29.7535537
766,35.08688784
767,34.77778071
768,33.86466561
769,33.66466561
770,33.77892807
771,36.77515949
772,35.59799296
773,36.9535545
774,35.93013449
775,2.952884832
776,36.17515323
777,2.263725766
778,33.48626434
779,35.86466561
780,35.90911006
781,33.53105916
782,36.1757767
783,36.33133228
784,35.55288569
785,36.93133228
786,33.48688784
787,34.37577672
788,33.79799895
789,36.68688784
790,36.04244339
791,36.70679785
792,33.50880131
793,36.75265737
794,36.73071425
795,36.3535545
796,33.95355275
797,33.55354851
798,36.5535545
799,36.28625835
800,36.10906651
801,33.68626434
802,36.28688783
803,35.50911006
804,33.57577672
805,36.68688784
806,36.35293101
807,36.95354922
808,34.68688784
809,33.84154634
810,36.55292501
811,34.35239471
812,36.68688784
813,33.88688704
814,34.66461677
815,34.79734401
816,36.9535545
817,35.28626425
818,33.62022117
819,34.75351086
820,36.82022117
821,2.422222222
822,33.62022117
823,33.84244339
824,36.66466561
825,36.73128873
826,36.62022117
827,36.59795892
828,36.82022117
829,36.68688784
830,36.44213534
831,33.77577073
832,33.3535545
833,33.62022117
834,36.66377183
835,34.84193663
836,36.44244339
837,33.88688784
838,35.55324049
839,33.88688784
840,36.26466561
841,36.82022117
842,33.86701664
843,34.66435766
844,36.70910484
845,33.95350842
846,33.84154894
847,36.70876158
848,36.90880211
849,36.33035498
850,35.50906008
851,36.68688784
852,34.1535545
853,12.08688782
854,35.42022117
855,36.06466561
856,35.8418199
857,36.48688784
858,36.53044043
859,34.77547154
860,33.50911006
861,33.93133228
862,35.08627651
863,33.7535545
864,35.59672364
865,33.99796068
866,36.82018107
867,36.68688784
868,36.30911006
869,36.17488304
870,33.79799893
871,34.42022037
872,36.64154971
873,33.3535545
874,37.13133228
875,33.75355381
876,36.5535544
877,36.57577593
878,34.2190653
879,36.5535545
880,36.55354773
881,36.59799895
882,36.50911006
883,35.64244339
884,35.84239975
885,36.59799296
886,36.70911006
887,35.44244339
888,34.64154372
889,36.82022117
890,33.66377193
891,36.68688784
892,13.24244339
893,36.48684347
894,36.73132629
895,33.62022117
896,35.77577065
897,33.79799816
898,33.99710761
899,36.4424374
900,33.48688784
901,36.39799884
902,36.81959768
903,35.10911006
904,36.81959844
905,33.48688784
906,36.59799893
907,36.68688784
908,35.59799893
909,34.04244339
910,36.37515323
911,36.59733191
912,34.0201751
913,36.79710526
914,33.41932749
915,36.86465963
916,3.112879498
917,36.48599415
918,20.55266265
919,34.9090632
920,3.642397213
921,35.84213534
922,33.89155176
923,33.7535545
924,36.39764836
925,36.66377193
926,36.62022117
927,33.53133228
928,36.68627575
929,33.7535545
930,36.68688784
931,36.70844302
932,35.86404202
933,35.08688773
934,36.5535537
935,36.82022117
936,33.3535545
937,35.48626433
938,36.17577672
939,36.59710526
940,34.9535545
941,35.70880211
942,33.3535545
943,33.59799895
944,34.42022106
945,36.68688784
946,36.68599415
947,36.50906651
948,36.82022117
949,36.68684774
950,33.77577672
951,34.26466561
952,36.19799895
953,36.95293101
954,35.84154971
955,36.95293101
956,33.3535545
957,34.33043884
958,17.95293092
959,36.73133228
960,36.57488304
961,33.61932907
962,37.08688784
963,36.66377193
964,36.26404212
965,33.48688784
966,36.57577593
967,36.50911006
968,33.88688782
969,36.73066524
970,36.79799886
971,15.73133228
972,36.82022117
973,35.28688607
974,36.81959768
975,36.68688784
976,34.59799373
977,34.06404212
978,33.797691
979,36.81959768
980,35.6201829
981,37.08688784
982,33.82021884
983,36.37577072
984,36.66377193
985,33.86465962
986,33.75759483
987,36.68688784
988,36.48599415
989,35.79799894
990,36.68688784
991,34.08599589
992,36.62017762
993,36.68688784
994,36.68688784
995,33.79799895
996,33.88688784
997,36.68688784
998,36.59799296
999,36.9535545
1000,36.82022117
1001,34.35355448
1002,36.50880211
1003,36.55351026
1004,36.82022117
1005,36.68688784
1006,33.3535545
1007,36.08688773
1008,36.64213544
1009,2.131286102
1010,36.68688784
1011,36.50910926
1012,33.3535545
1013,33.75293101
1014,35.84151173
1015,20.99799895
1016,36.66466561
1017,36.5535544
1018,33.3535545
1019,36.22022117
1020,36.9535545
1021,2.305244436
1022,36.5535544
1023,34.15261731
1024,34.20235491
1025,36.44182482
1026,36.53133227
1027,34.37457876
1028,36.53599021
1029,33.62022117
1030,33.62022117
1031,36.68688773
1032,36.73070879
1033,36.42022048
1034,36.68688784
1035,33.48688784
1036,34.86372842
1037,36.39799895
1038,36.44058952
1039,34.42022117
1040,36.66466549
1041,36.53132629
1042,33.73106443
1043,36.952931
1044,36.33133228
1045,36.81959768
1046,33.79799895
1047,36.68688784
1048,36.64154891
1049,33.7535545
1050,36.73105386
1051,36.9535545
1052,36.8418199
1053,36.35324656
1054,33.75355449
1055,37.15293178
1056,36.50848657
1057,36.81959768
1058,33.39799895
1059,36.75324501
1060,36.5304386
1061,36.62017762
1062,5.531332278
1063,36.86376398
1064,36.68688784
1065,18.26466561
1066,34.02021509
1067,34.02021589
1068,33.7535545
1069,19.46667195
1070,33.73133228
1071,2.953508324
1072,34.17577672
1073,36.99675436
1074,37.35401384
1075,36.59799296
1076,36.64213544
1077,36.57577672
1078,36.48688784
1079,33.3535545
1080,36.82022117
1081,33.73133158
1082,33.3535545
1083,36.93537271
1084,36.95293178
1085,33.62022116
1086,35.04182223
1087,33.59799296
1088,35.04449062
1089,36.28688703
1090,35.46466561
1091,36.68688784
1092,33.3535545
1093,8.4646656
1094,36.59710447
1095,33.88657331
1096,36.5535544
1097,33.48688784
1098,34.86466561
1099,4.533378711
1100,35.77573318
1101,33.5535545
1102,36.68626434
1103,17.06466561
1104,36.06404132
1105,36.95293178
1106,33.46466561
1107,34.10906651
1108,33.48688784
1109,33.75354922
1110,33.37488304
1111,35.3535545
1112,33.93133148
1113,33.48684774
1114,33.62022117
1115,36.68688784
1116,36.68688784
1117,13.33070879
1118,34.59799895
1119,34.68684774
1120,36.68688784
1121,36.08688784
1122,33.70884212
1123,36.39799895
1124,36.30911006
1125,36.64213544
1126,36.3535545
1127,34.55350843
1128,34.02022117
1129,35.88688784
1130,36.68688784
1131,36.95293101
1132,34.26405142
1133,34.26377368
1134,36.68688784
1135,33.62017762
1136,36.68688784
1137,33.3535545
1138,33.62022117
1139,36.21956046
1140,36.33133148
1141,34.59799895
1142,35.1535545
1143,36.82022117
1144,33.62022117
1145,33.68688784
1146,36.68688784
1147,34.1535545
1148,36.55231589
1149,33.5979554
1150,33.3535545
1151,19.17547223
1152,37.08688784
1153,36.62017762
1154,36.68688784
1155,33.53102433
1156,35.7979554
1157,36.68688784
1158,33.48688784
1159,36.53133227
1160,33.88688784
1161,36.28688784
1162,34.7535545
1163,36.81975875
1164,34.42021589
1165,36.68688784
1166,34.59799895
1167,36.2646656
1168,36.77577672
1169,33.68688784
1170,36.82022117
1171,6.020221169
1172,36.68688784
1173,34.02022117
1174,35.17577672
1175,35.35266073
1176,35.77487705
1177,35.6418199
1178,34.5535545
1179,36.68688784
1180,33.82022116
1181,36.33133148
1182,33.3535545
1183,36.68688784
1184,36.46310205
1185,36.81959768
1186,36.48688773
1187,36.15293101
1188,33.7535545
1189,34.46439775
1190,8.620221169
1191,34.84244339
1192,36.46377193
1193,33.3535545
1194,36.82022117
1195,33.93133228
1196,36.62017762
1197,36.17550877
1198,36.77577672
1199,35.70911006
1200,33.46932954
1201,36.37577672
1202,36.44243741
1203,35.73133228
1204,36.77577672
1205,33.5535545
1206,33.3535545
1207,36.57577593
1208,34.53128698
1209,33.48688784
1210,33.37488304
1211,36.82022117
1212,33.8640108
1213,36.82022117
1214,3.574882241
1215,35.84244339
1216,36.59799296
1217,36.95293101
1218,36.68688784
1219,36.44154971
1220,35.26404038
1221,36.55265554
1222,36.48688784
1223,4.820221064
1224,33.88688784
1225,34.08688773
1226,34.00266287
1227,35.8646656
1228,33.97573308
1229,35.88688784
1230,36.68688784
1231,33.48688784
1232,33.7535545
1233,35.42022117
1234,35.77577672
1235,36.6198706
1236,34.6424374
1237,12.68688784
1238,33.53102603
1239,7.182791672
1240,4.617284672
1241,36.81959768
1242,36.68688784
1243,34.66932954
1244,36.24244259
1245,36.68688784
1246,36.42022106
1247,35.70911006
1248,36.68688784
1249,36.39799895
1250,36.77954697
1251,36.08688539
1252,31.53133227
1253,35.75294236
1254,33.397691
1255,36.57577593
1256,34.64244339
1257,36.57577672
1258,34.06405425
1259,34.01636669
1260,36.37577672
1261,36.68657391
1262,36.68688784
1263,35.86462206
1264,33.7535545
1265,36.68688784
1266,35.90911006
1267,36.24181981
1268,36.68688784
1269,34.74947226
1270,34.97577054
1271,33.7535545
1272,33.48688784
1273,36.77488304
1274,36.28688619
1275,33.88688773
1276,36.24244339
1277,5.131326277
1278,36.68688784
1279,33.39799895
1280,33.82022117
1281,33.84243811
1282,35.57573318
1283,34.02022117
1284,33.44244339
1285,36.08684429
1286,36.81959768
1287,34.42257114
1288,36.57577593
1289,17.1535545
1290,33.55347086
1291,34.86466041
1292,33.77577672
1293,36.30906572
1294,33.86932954
1295,4.264357561
1296,36.33102433
1297,33.9535545
1298,36.97577593
1299,33.90848657
1300,36.28688784
1301,35.8190222
1302,35.35093781
1303,34.02022047
1304,36.68688784
1305,33.7535545
1306,7.353554502
1307,34.59799893
1308,36.68688784
1309,34.42022117
1310,35.1535545
1311,34.57577672
1312,33.53101827
1313,34.46466561
1314,35.57577672
1315,34.1535544
1316,24.44244339
1317,34.46466561
1318,34.1535545
1319,34.82022117
1320,34.99799895
1321,35.48599415
1322,34.53071503
1323,33.64217485
1324,33.66408982
1325,36.68688784
1326,34.90911006
1327,36.68688784
1328,36.21991322
1329,36.68688784
1330,34.35294325
1331,34.30679785
1332,36.68688784
1333,33.48688784
1334,36.62017762
1335,35.39799894
1336,36.68688784
1337,33.3535545
1338,35.0865799
1339,36.50848657
1340,36.68688784
1341,34.46373554
1342,36.24213544
1343,34.66405288
1344,36.68688784
1345,36.57577593
1346,17.02488509
1347,34.24244339
1348,36.22022117
1349,34.02022117
1350,33.39799815
1351,36.62017762
1352,34.1535545
1353,2.306447188
1354,36.68688784
1355,33.3535545
1356,36.22022037
1357,36.68688784
1358,34.10911006
1359,36.48688784
1360,35.75266082
1361,35.17577672
1362,5.042403189
1363,34.04244339
1364,36.68688784
1365,36.1535545
1366,36.68688784
1367,33.68688774
1368,34.5535545
1369,34.15355372
1370,35.22022117
1371,36.68688784
1372,35.9535545
1373,33.62022117
1374,36.68688784
1375,36.68688784
1376,36.42022117
1377,35.08688784
1378,36.3535545
1379,34.42022117
1380,14.7535545
1381,36.68688784
1382,33.7535545
1383,36.68688784
1384,36.42022117
1385,34.68688784
1386,34.73133157
1387,35.88688784
1388,36.68688784
1389,33.3535545
1390,33.62022117
1391,33.48688784
1392,33.48626434
1393,24.84244339
1394,34.1535545
1395,33.93133228
1396,33.62022117
1397,33.552931
1398,33.60035067
1399,33.75355381
1400,33.86466561
1401,33.97577672
1402,36.82022117
1403,36.68688784
1404,36.35355448
1405,36.59799296
1406,34.53128874
1407,36.64213544
1408,36.68688784
1409,36.68688784
1410,36.68688784
1411,35.59799895
1412,35.5757367
1413,33.88688784
1414,33.53133228
1415,33.42017762
1416,33.62022117
1417,34.46466561
1418,33.62022116
1419,36.68688784
1420,36.82022117
1421,33.93133148
1422,35.70911006
1423,36.68688784
1424,36.68688784
1425,34.02022117
1426,36.64244339
1427,35.02022117
1428,36.68688784
1429,33.62022117
1430,36.82022117
1431,34.3535545
1432,36.68688784
1433,36.68688784
1434,36.1535545
1435,37.08626434
1436,36.68688784
1437,33.57577074
1438,33.75325001
1439,36.26435767
1440,36.82022117
1441,34.02022117
1442,33.7535544
1443,4.197998841
1444,36.68688784
1445,36.82022117
1446,36.68688784
1447,33.62018107
1448,34.48599415
1449,34.62022117
1450,36.82022117
1451,33.99799895
1452,33.7535545
1453,33.59799895
1454,34.0418199
1455,33.48688784
1456,36.68688784
1457,36.68688784
1458,33.55324656
1459,2.686887035
1460,34.86465962
1461,35.97577672
1462,36.44244339
1463,33.62022117
1464,33.48688784
1465,36.68688784
1466,33.6195924
1467,35.99799895
1468,33.3535545
1469,34.01987658
1470,36.68688784
1471,36.50911006
1472,36.68688784
1473,35.33132708
1474,34.1535545
1475,36.397691
1476,35.02484154
1477,34.5535545
1478,36.68688784
1479,33.62022037
1480,36.68688784
1481,36.68688784
1482,36.37573318
1483,35.88688783
1484,36.68688784
1485,35.73133228
1486,35.7535545
1487,34.02022117
1488,34.39799895
1489,34.28653728
1490,33.99799894
1491,34.59799895
1492,36.68688784
1493,34.66466561
1494,36.02022117
1495,34.82022117
1496,33.62021589
1497,33.88457553
1498,36.68688784
1499,34.70910995
1500,35.57577672
1501,33.7979554
1502,33.7359962
1503,34.28688784
1504,35.9535545
1505,33.75204367
1506,35.30911006
1507,36.82022117
1508,34.93133228
1509,33.62022117
1510,34.1535545
1511,36.68688784
1512,34.13133228
1513,36.68688784
1514,35.57577672
1515,35.17484529
1516,36.68688784
1517,34.3535545
1518,33.82013752
1519,36.68688784
1520,36.02022116
1521,36.17577672
1522,36.68688784
1523,36.68688784
1524,33.93133228
1525,35.68688784
1526,33.3535545
1527,33.48688784
1528,1.6
1529,3.620220368
1530,34.66466561
1531,36.68688784
1532,33.61991668
1533,33.48688784
1534,18.55355361
1535,36.37577672
1536,35.82022117
1537,35.86466561
1538,36.82022117
1539,36.81959768
1540,33.3535545
1541,36.68688784
1542,29.9535545
1543,36.62017762
1544,33.46466481
1545,36.68688784
1546,33.97577671
1547,34.37516546
1548,34.04244164
1549,34.46466561
1550,35.82022117
1551,36.68688784
1552,34.02022117
1553,33.62022117
1554,36.68688784
1555,36.68688784
1556,36.68688784
1557,34.17577672
1558,36.68688784
1559,35.57577672
1560,35.06701733
1561,36.68688784
1562,36.68688784
1563,35.90910829
1564,35.57577672
1565,33.61790897
1566,33.62022117
1567,34.93133228
1568,36.68688784
1569,36.06466561
1570,33.95355381
1571,33.62022116
1572,33.53102433
1573,34.197691
1574,33.79799895
1575,33.48688784
1576,36.53133228
1577,10.13133219
1578,33.86466561
1579,36.68688784
1580,36.3535545
1581,36.68688784
1582,34.73800516
1583,30.002313
1584,36.41960392
1585,34.2646656
1586,34.1535545
1587,36.68688784
1588,34.4199159
1589,18.79737545
1590,10.75351441
1591,35.57577672
1592,36.68688784
1593,37.08688784
1594,35.57577672
1595,36.68688784
1596,36.68688784
1597,33.77577075
1598,34.46466561
1599,36.68688784
1600,33.62022108
1601,35.33599611
1602,36.68688784
1603,34.59799895
1604,36.08688784
1605,35.57577672
1606,35.57577672
1607,36.68688784
1608,36.68688784
1609,36.68688784
1610,36.64213544
1611,35.88688783
1612,33.3535545
1613,33.3535545
1614,33.88688784
1615,36.24244339
1616,33.62022117
1617,35.59769366
1618,35.22022117
1619,36.68688784
1620,33.62022117
1621,36.19799895
1622,36.62017762
1623,34.02022117
1624,33.7535544
1625,33.62022117
1626,34.59799367
1627,36.68688784
1628,36.06466561
1629,33.86466472
1630,33.62022117
1631,36.06466551
1632,34.02022117
1633,36.68688784
1634,35.70911006
1635,33.79799366
1636,34.02022117
1637,9.375776725
1638,35.57577672
1639,33.48688784
1640,35.88688784
1641,36.68688784
1642,33.50880557
1643,36.68688784
1644,34.02022117
1645,35.57577672
1646,34.28688784
1647,36.28688784
1648,33.3535545
1649,36.82022117
1650,33.86466561
1651,35.70911006
1652,36.37577672
1653,33.3535545
1654,36.64244269
1655,33.48688784
1656,33.48688784
1657,34.42022117
1658,34.01760448
1659,36.28688784
1660,34.55320384
1661,34.46466561
1662,35.28688185
1663,34.73133228
1664,35.08688784
1665,33.53133228
